state,district,year,onion_summer_yield_tonne_per_hectare
,,2012 - 2013,8.21
,,2013 - 2014,13.22
,,2014 - 2015,8.82
,,2015 - 2016,7.73
,,2016 - 2017,9.72
,,2017 - 2018,10.34
,,2018 - 2019,7.25
,,2019 - 2020,18.9
,,2020 - 2021,19.32
,,2021 - 2022,15.63
,,2022 - 2023,19.0
,Bareilly,2002 - 2003,11.18
,,2003 - 2004,10.19
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,13.51
,,2008 - 2009,
,,2009 - 2010,13.91
,,2010 - 2011,
,,2011 - 2012,10.86
,,2012 - 2013,10.9
,,2013 - 2014,13.45
,,2014 - 2015,15.13
,,2015 - 2016,13.58
,,2016 - 2017,13.5
,,2017 - 2018,14.39
,,2018 - 2019,11.76
,,2019 - 2020,16.36
,,2020 - 2021,16.43
,,2021 - 2022,16.08
,,2022 - 2023,
,Basti,2002 - 2003,11.18
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,13.89
,,2010 - 2011,
,,2011 - 2012,10.83
,,2012 - 2013,10.88
,,2013 - 2014,13.46
,,2014 - 2015,15.12
,,2015 - 2016,13.58
,,2016 - 2017,13.53
,,2017 - 2018,14.39
,,2018 - 2019,11.77
,,2019 - 2020,16.37
,,2020 - 2021,16.42
,,2021 - 2022,16.03
,,2022 - 2023,16.73
,Bijnor,2002 - 2003,11.18
,,2003 - 2004,9.83
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.63
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,14.0
,,2010 - 2011,
,,2011 - 2012,10.83
,,2012 - 2013,10.89
,,2013 - 2014,13.46
,,2014 - 2015,
,,2015 - 2016,13.6
,,2016 - 2017,13.5
,,2017 - 2018,14.33
,,2018 - 2019,11.76
,,2019 - 2020,16.38
,,2020 - 2021,16.4
,,2021 - 2022,16.0
,,2022 - 2023,16.75
,Budaun,2002 - 2003,11.18
,,2003 - 2004,10.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,13.89
,,2010 - 2011,
,,2011 - 2012,10.83
,,2012 - 2013,10.88
,,2013 - 2014,13.46
,,2014 - 2015,15.12
,,2015 - 2016,13.58
,,2016 - 2017,13.53
,,2017 - 2018,14.39
,,2018 - 2019,11.78
,,2019 - 2020,
,,2020 - 2021,16.42
,,2021 - 2022,16.03
,,2022 - 2023,16.73
,Bulandshahr,2002 - 2003,11.18
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,13.89
,,2010 - 2011,
,,2011 - 2012,10.84
,,2012 - 2013,10.88
,,2013 - 2014,12.76
,,2014 - 2015,15.12
,,2015 - 2016,13.58
,,2016 - 2017,13.53
,,2017 - 2018,14.39
,,2018 - 2019,11.78
,,2019 - 2020,16.38
,,2020 - 2021,16.42
,,2021 - 2022,16.03
,,2022 - 2023,16.74
,Chandauli,2002 - 2003,11.19
,,2003 - 2004,8.22
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,12.13
,,2008 - 2009,
,,2009 - 2010,19.44
,,2010 - 2011,
,,2011 - 2012,16.3
,,2012 - 2013,13.19
,,2013 - 2014,16.29
,,2014 - 2015,20.73
,,2015 - 2016,9.83
,,2016 - 2017,14.46
,,2017 - 2018,17.86
,,2018 - 2019,16.35
,,2019 - 2020,16.84
,,2020 - 2021,20.73
,,2021 - 2022,17.52
,,2022 - 2023,19.5
,Chitrakoot,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,13.92
,,2010 - 2011,
,,2011 - 2012,10.88
,,2012 - 2013,10.9
,,2013 - 2014,13.42
,,2014 - 2015,15.11
,,2015 - 2016,
,,2016 - 2017,13.4
,,2017 - 2018,14.38
,,2018 - 2019,11.79
,,2019 - 2020,16.38
,,2020 - 2021,16.42
,,2021 - 2022,16.0
,,2022 - 2023,17.0
,Deoria,2002 - 2003,11.18
,,2003 - 2004,10.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,13.9
,,2010 - 2011,
,,2011 - 2012,10.83
,,2012 - 2013,10.88
,,2013 - 2014,13.46
,,2014 - 2015,8.37
,,2015 - 2016,13.58
,,2016 - 2017,13.53
,,2017 - 2018,14.39
,,2018 - 2019,11.78
,,2019 - 2020,16.37
,,2020 - 2021,16.42
,,2021 - 2022,16.03
,,2022 - 2023,16.74
,Etah,2002 - 2003,11.18
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,16.45
,,2008 - 2009,
,,2009 - 2010,13.9
,,2010 - 2011,
,,2011 - 2012,10.84
,,2012 - 2013,10.88
,,2013 - 2014,13.46
,,2014 - 2015,15.12
,,2015 - 2016,13.57
,,2016 - 2017,13.53
,,2017 - 2018,14.38
,,2018 - 2019,11.78
,,2019 - 2020,16.38
,,2020 - 2021,16.42
,,2021 - 2022,16.02
,,2022 - 2023,16.74
,Etawah,2002 - 2003,11.17
,,2003 - 2004,10.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,11.35
,,2008 - 2009,
,,2009 - 2010,14.74
,,2010 - 2011,
,,2011 - 2012,11.34
,,2012 - 2013,11.4
,,2013 - 2014,12.79
,,2014 - 2015,14.33
,,2015 - 2016,16.74
,,2016 - 2017,15.08
,,2017 - 2018,11.26
,,2018 - 2019,10.56
,,2019 - 2020,15.0
,,2020 - 2021,14.4
,,2021 - 2022,15.8
,,2022 - 2023,15.53
,Faizabad,2002 - 2003,11.18
,,2003 - 2004,10.19
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,19.15
,,2008 - 2009,
,,2009 - 2010,14.05
,,2010 - 2011,
,,2011 - 2012,6.23
,,2012 - 2013,8.21
,,2013 - 2014,12.43
,,2014 - 2015,8.71
,,2015 - 2016,12.86
,,2016 - 2017,12.85
,,2017 - 2018,12.65
,,2018 - 2019,7.25
,,2019 - 2020,12.05
,,2020 - 2021,13.76
,,2021 - 2022,15.63
,,2022 - 2023,18.99
,Farrukhabad,2002 - 2003,11.18
,,2003 - 2004,10.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,11.34
,,2008 - 2009,
,,2009 - 2010,14.31
,,2010 - 2011,
,,2011 - 2012,14.17
,,2012 - 2013,14.38
,,2013 - 2014,13.41
,,2014 - 2015,11.91
,,2015 - 2016,12.21
,,2016 - 2017,11.84
,,2017 - 2018,9.32
,,2018 - 2019,9.2
,,2019 - 2020,13.38
,,2020 - 2021,16.74
,,2021 - 2022,15.8
,,2022 - 2023,15.54
,Fatehpur,2002 - 2003,11.18
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,13.49
,,2008 - 2009,
,,2009 - 2010,13.89
,,2010 - 2011,
,,2011 - 2012,10.83
,,2012 - 2013,10.88
,,2013 - 2014,13.47
,,2014 - 2015,15.13
,,2015 - 2016,13.58
,,2016 - 2017,13.52
,,2017 - 2018,14.38
,,2018 - 2019,11.78
,,2019 - 2020,16.36
,,2020 - 2021,16.43
,,2021 - 2022,16.02
,,2022 - 2023,16.18
,Firozabad,2002 - 2003,11.18
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,16.45
,,2008 - 2009,
,,2009 - 2010,13.98
,,2010 - 2011,
,,2011 - 2012,11.68
,,2012 - 2013,9.49
,,2013 - 2014,12.12
,,2014 - 2015,16.15
,,2015 - 2016,14.59
,,2016 - 2017,11.61
,,2017 - 2018,18.08
,,2018 - 2019,17.07
,,2019 - 2020,20.46
,,2020 - 2021,16.84
,,2021 - 2022,16.02
,,2022 - 2023,16.55
,Gautam buddha nagar,2002 - 2003,11.18
,,2003 - 2004,9.85
,,2004 - 2005,
,,2006 - 2007,11.67
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,10.82
,,2012 - 2013,10.88
,,2013 - 2014,12.75
,,2014 - 2015,15.25
,,2016 - 2017,
,,2017 - 2018,14.5
,,2018 - 2019,11.75
,,2019 - 2020,
,,2020 - 2021,16.5
,,2021 - 2022,16.0
,,2022 - 2023,
,Ghaziabad,2002 - 2003,11.18
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,13.87
,,2010 - 2011,
,,2011 - 2012,10.83
,,2013 - 2014,12.8
,,2014 - 2015,15.0
,,2015 - 2016,13.67
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,11.8
,,2019 - 2020,
,,2020 - 2021,16.4
,,2021 - 2022,
,,2022 - 2023,17.0
,Ghazipur,2002 - 2003,11.18
,,2003 - 2004,8.22
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,12.66
,,2008 - 2009,
,,2009 - 2010,15.03
,,2010 - 2011,
,,2011 - 2012,16.37
,,2012 - 2013,14.87
,,2013 - 2014,21.47
,,2014 - 2015,17.52
,,2015 - 2016,8.81
,,2016 - 2017,11.47
,,2017 - 2018,16.64
,,2018 - 2019,13.85
,,2019 - 2020,19.46
,,2020 - 2021,20.32
,,2021 - 2022,20.03
,,2022 - 2023,21.17
,Gonda,2002 - 2003,11.18
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,19.15
,,2008 - 2009,
,,2009 - 2010,15.37
,,2010 - 2011,
,,2011 - 2012,9.16
,,2012 - 2013,11.69
,,2013 - 2014,13.46
,,2014 - 2015,18.96
,,2015 - 2016,15.01
,,2016 - 2017,17.5
,,2017 - 2018,16.45
,,2018 - 2019,10.68
,,2019 - 2020,22.12
,,2020 - 2021,23.82
,,2021 - 2022,15.55
,,2022 - 2023,22.15
,Gorakhpur,2002 - 2003,11.18
,,2003 - 2004,10.19
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,13.89
,,2010 - 2011,
,,2011 - 2012,10.83
,,2012 - 2013,10.88
,,2013 - 2014,13.45
,,2014 - 2015,8.37
,,2015 - 2016,13.58
,,2016 - 2017,13.53
,,2017 - 2018,14.38
,,2018 - 2019,11.77
,,2019 - 2020,16.37
,,2020 - 2021,16.42
,,2021 - 2022,16.02
,,2022 - 2023,16.74
,Hamirpur,2002 - 2003,11.2
,,2003 - 2004,9.88
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.66
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,13.91
,,2010 - 2011,
,,2011 - 2012,10.85
,,2012 - 2013,10.88
,,2013 - 2014,13.47
,,2014 - 2015,15.13
,,2015 - 2016,13.58
,,2016 - 2017,13.55
,,2017 - 2018,14.36
,,2018 - 2019,11.79
,,2019 - 2020,16.37
,,2020 - 2021,16.42
,,2021 - 2022,16.03
,,2022 - 2023,16.73
,Hapur,2012 - 2013,
,,2013 - 2014,12.71
,,2014 - 2015,15.15
,,2015 - 2016,13.58
,,2016 - 2017,
,,2017 - 2018,14.33
,,2018 - 2019,11.83
,,2019 - 2020,16.4
,,2020 - 2021,16.44
,,2021 - 2022,16.02
,,2022 - 2023,
,Hardoi,2002 - 2003,11.18
,,2003 - 2004,10.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,13.02
,,2008 - 2009,
,,2009 - 2010,10.03
,,2010 - 2011,
,,2011 - 2012,11.41
,,2012 - 2013,11.36
,,2013 - 2014,13.46
,,2014 - 2015,9.81
,,2015 - 2016,10.47
,,2016 - 2017,8.85
,,2017 - 2018,11.03
,,2018 - 2019,17.37
,,2019 - 2020,14.39
,,2020 - 2021,12.24
,,2021 - 2022,16.55
,,2022 - 2023,15.33
,Hathras,2002 - 2003,11.21
,,2003 - 2004,9.86
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.5
,,2007 - 2008,16.4
,,2008 - 2009,
,,2009 - 2010,13.86
,,2010 - 2011,
,,2011 - 2012,10.83
,,2012 - 2013,10.91
,,2013 - 2014,13.43
,,2014 - 2015,15.1
,,2015 - 2016,13.59
,,2016 - 2017,13.5
,,2017 - 2018,14.38
,,2018 - 2019,11.79
,,2019 - 2020,16.36
,,2020 - 2021,16.43
,,2021 - 2022,16.0
,,2022 - 2023,
,Jalaun,2002 - 2003,11.2
,,2003 - 2004,9.85
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.67
,,2007 - 2008,13.52
,,2008 - 2009,
,,2009 - 2010,13.89
,,2010 - 2011,
,,2011 - 2012,10.83
,,2012 - 2013,10.88
,,2013 - 2014,13.45
,,2014 - 2015,15.12
,,2015 - 2016,13.58
,,2016 - 2017,13.54
,,2017 - 2018,14.38
,,2018 - 2019,11.78
,,2019 - 2020,16.37
,,2020 - 2021,16.42
,,2021 - 2022,16.02
,,2022 - 2023,16.74
,Jaunpur,2002 - 2003,11.18
,,2003 - 2004,8.22
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,11.7
,,2008 - 2009,
,,2009 - 2010,21.88
,,2010 - 2011,
,,2011 - 2012,17.39
,,2012 - 2013,12.36
,,2013 - 2014,14.52
,,2014 - 2015,23.74
,,2015 - 2016,9.21
,,2016 - 2017,15.94
,,2017 - 2018,18.65
,,2018 - 2019,17.95
,,2019 - 2020,15.37
,,2020 - 2021,21.0
,,2021 - 2022,16.69
,,2022 - 2023,17.39
,Jhansi,2002 - 2003,11.18
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.6
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,13.88
,,2010 - 2011,
,,2011 - 2012,10.82
,,2012 - 2013,10.89
,,2013 - 2014,13.45
,,2014 - 2015,15.11
,,2015 - 2016,13.5
,,2016 - 2017,13.5
,,2017 - 2018,14.38
,,2018 - 2019,11.76
,,2019 - 2020,16.36
,,2020 - 2021,16.44
,,2021 - 2022,
,,2022 - 2023,16.67
,Kannauj,2002 - 2003,11.18
,,2003 - 2004,10.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,12.7
,,2008 - 2009,
,,2009 - 2010,16.2
,,2010 - 2011,
,,2011 - 2012,11.33
,,2012 - 2013,13.16
,,2013 - 2014,13.64
,,2014 - 2015,15.99
,,2015 - 2016,20.95
,,2016 - 2017,18.5
,,2017 - 2018,13.84
,,2018 - 2019,13.12
,,2019 - 2020,16.63
,,2020 - 2021,13.22
,,2021 - 2022,15.8
,,2022 - 2023,15.5
,Kanpur dehat,2003 - 2004,10.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,11.34
,,2008 - 2009,
,,2009 - 2010,14.75
,,2010 - 2011,
,,2011 - 2012,11.33
,,2012 - 2013,11.39
,,2013 - 2014,12.79
,,2014 - 2015,14.32
,,2015 - 2016,16.73
,,2016 - 2017,15.09
,,2017 - 2018,11.24
,,2018 - 2019,10.55
,,2019 - 2020,15.01
,,2020 - 2021,14.39
,,2021 - 2022,15.79
,,2022 - 2023,15.54
,Kanpur nagar,2002 - 2003,11.18
,,2003 - 2004,10.19
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,8.49
,,2008 - 2009,
,,2009 - 2010,11.05
,,2010 - 2011,
,,2011 - 2012,8.42
,,2012 - 2013,5.9
,,2013 - 2014,8.83
,,2014 - 2015,14.07
,,2015 - 2016,5.78
,,2016 - 2017,14.86
,,2017 - 2018,8.13
,,2018 - 2019,6.56
,,2019 - 2020,14.96
,,2020 - 2021,11.46
,,2021 - 2022,15.8
,,2022 - 2023,16.25
,Kasganj,2009 - 2010,13.89
,,2010 - 2011,
,,2011 - 2012,10.83
,,2012 - 2013,10.88
,,2013 - 2014,13.45
,,2014 - 2015,15.13
,,2015 - 2016,13.59
,,2016 - 2017,13.54
,,2017 - 2018,14.4
,,2018 - 2019,11.78
,,2019 - 2020,16.37
,,2020 - 2021,16.42
,,2021 - 2022,16.02
,,2022 - 2023,16.74
,Kaushambi,2002 - 2003,11.19
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,13.9
,,2010 - 2011,
,,2011 - 2012,10.84
,,2012 - 2013,10.88
,,2013 - 2014,13.46
,,2014 - 2015,15.12
,,2015 - 2016,13.58
,,2016 - 2017,13.53
,,2017 - 2018,14.39
,,2018 - 2019,11.77
,,2019 - 2020,16.37
,,2020 - 2021,16.42
,,2021 - 2022,16.02
,,2022 - 2023,16.19
,Kheri,2002 - 2003,11.18
,,2003 - 2004,10.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,8.0
,,2008 - 2009,
,,2009 - 2010,10.06
,,2010 - 2011,
,,2011 - 2012,11.41
,,2012 - 2013,11.36
,,2013 - 2014,13.46
,,2014 - 2015,9.79
,,2015 - 2016,9.61
,,2016 - 2017,9.5
,,2017 - 2018,11.06
,,2018 - 2019,16.71
,,2019 - 2020,13.09
,,2020 - 2021,11.42
,,2021 - 2022,16.54
,,2022 - 2023,15.33
,Kushi nagar,2002 - 2003,11.19
,,2003 - 2004,10.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,13.49
,,2008 - 2009,
,,2009 - 2010,13.88
,,2010 - 2011,
,,2011 - 2012,10.84
,,2012 - 2013,10.87
,,2013 - 2014,13.47
,,2014 - 2015,8.38
,,2015 - 2016,13.58
,,2016 - 2017,13.53
,,2017 - 2018,14.38
,,2018 - 2019,11.79
,,2019 - 2020,16.38
,,2020 - 2021,16.41
,,2021 - 2022,16.02
,,2022 - 2023,16.74
,Lalitpur,2002 - 2003,11.18
,,2003 - 2004,9.89
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,13.88
,,2010 - 2011,
,,2011 - 2012,10.82
,,2012 - 2013,10.9
,,2013 - 2014,13.5
,,2014 - 2015,15.18
,,2015 - 2016,13.57
,,2016 - 2017,13.53
,,2017 - 2018,14.33
,,2018 - 2019,11.8
,,2019 - 2020,
,,2020 - 2021,16.4
,,2021 - 2022,16.0
,,2022 - 2023,
,Lucknow,2002 - 2003,11.18
,,2003 - 2004,10.19
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,7.95
,,2008 - 2009,
,,2009 - 2010,10.06
,,2010 - 2011,
,,2011 - 2012,11.41
,,2012 - 2013,11.36
,,2013 - 2014,13.45
,,2014 - 2015,9.65
,,2015 - 2016,6.03
,,2016 - 2017,13.52
,,2017 - 2018,11.6
,,2018 - 2019,12.83
,,2019 - 2020,6.73
,,2020 - 2021,6.54
,,2021 - 2022,16.55
,,2022 - 2023,15.35
,Maharajganj,2002 - 2003,11.18
,,2003 - 2004,10.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,13.89
,,2010 - 2011,
,,2011 - 2012,10.83
,,2012 - 2013,10.88
,,2013 - 2014,13.45
,,2014 - 2015,8.37
,,2015 - 2016,13.58
,,2016 - 2017,13.53
,,2017 - 2018,14.39
,,2018 - 2019,11.78
,,2019 - 2020,16.37
,,2020 - 2021,16.42
,,2021 - 2022,16.02
,,2022 - 2023,16.73
,Mahoba,2002 - 2003,11.15
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,10.8
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,15.0
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,16.0
,,2022 - 2023,
,Mainpuri,2002 - 2003,11.18
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,16.45
,,2008 - 2009,
,,2009 - 2010,13.98
,,2010 - 2011,
,,2011 - 2012,13.89
,,2012 - 2013,11.38
,,2013 - 2014,12.12
,,2014 - 2015,16.15
,,2015 - 2016,15.94
,,2016 - 2017,11.61
,,2017 - 2018,18.08
,,2018 - 2019,17.07
,,2019 - 2020,20.46
,,2020 - 2021,16.84
,,2021 - 2022,16.02
,,2022 - 2023,16.55
,Mathura,2002 - 2003,11.25
,,2003 - 2004,9.86
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,14.0
,,2010 - 2011,
,,2011 - 2012,11.68
,,2012 - 2013,9.5
,,2013 - 2014,12.0
,,2014 - 2015,16.0
,,2015 - 2016,9.68
,,2016 - 2017,12.5
,,2017 - 2018,18.0
,,2018 - 2019,
,,2019 - 2020,20.5
,,2020 - 2021,16.67
,,2021 - 2022,
,,2022 - 2023,
,Mau,2002 - 2003,11.18
,,2003 - 2004,10.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,8.35
,,2008 - 2009,
,,2009 - 2010,7.68
,,2010 - 2011,
,,2011 - 2012,8.09
,,2012 - 2013,9.49
,,2013 - 2014,13.46
,,2014 - 2015,18.92
,,2015 - 2016,14.63
,,2016 - 2017,10.57
,,2017 - 2018,14.39
,,2018 - 2019,8.06
,,2019 - 2020,14.33
,,2020 - 2021,12.08
,,2021 - 2022,15.42
,,2022 - 2023,15.28
,Meerut,2002 - 2003,11.18
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,13.51
,,2008 - 2009,
,,2009 - 2010,13.9
,,2010 - 2011,
,,2011 - 2012,10.84
,,2012 - 2013,10.88
,,2013 - 2014,12.76
,,2014 - 2015,
,,2015 - 2016,13.57
,,2016 - 2017,13.53
,,2017 - 2018,14.38
,,2018 - 2019,11.78
,,2019 - 2020,16.37
,,2020 - 2021,16.42
,,2021 - 2022,16.03
,,2022 - 2023,16.74
,Mirzapur,2002 - 2003,11.18
,,2003 - 2004,9.86
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,13.51
,,2008 - 2009,
,,2009 - 2010,13.9
,,2010 - 2011,
,,2011 - 2012,10.83
,,2012 - 2013,10.88
,,2013 - 2014,13.45
,,2014 - 2015,15.12
,,2015 - 2016,13.58
,,2016 - 2017,13.53
,,2017 - 2018,14.39
,,2018 - 2019,11.78
,,2019 - 2020,
,,2020 - 2021,16.42
,,2021 - 2022,16.02
,,2022 - 2023,
,Moradabad,2002 - 2003,11.18
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,13.89
,,2010 - 2011,
,,2011 - 2012,10.83
,,2012 - 2013,10.89
,,2013 - 2014,13.45
,,2014 - 2015,15.13
,,2015 - 2016,13.58
,,2016 - 2017,13.53
,,2017 - 2018,14.38
,,2018 - 2019,11.78
,,2019 - 2020,16.37
,,2020 - 2021,16.43
,,2021 - 2022,16.03
,,2022 - 2023,
,Muzaffarnagar,2002 - 2003,11.18
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,13.51
,,2008 - 2009,
,,2009 - 2010,13.89
,,2010 - 2011,
,,2011 - 2012,10.84
,,2012 - 2013,10.86
,,2013 - 2014,13.46
,,2014 - 2015,15.1
,,2015 - 2016,13.57
,,2016 - 2017,13.54
,,2017 - 2018,14.4
,,2018 - 2019,11.75
,,2019 - 2020,16.4
,,2020 - 2021,16.44
,,2021 - 2022,
,,2022 - 2023,
,Pilibhit,2002 - 2003,11.17
,,2003 - 2004,10.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,13.88
,,2010 - 2011,
,,2011 - 2012,10.81
,,2012 - 2013,10.87
,,2013 - 2014,13.4
,,2014 - 2015,15.0
,,2015 - 2016,13.6
,,2016 - 2017,13.5
,,2017 - 2018,14.38
,,2018 - 2019,11.75
,,2019 - 2020,16.38
,,2020 - 2021,16.4
,,2021 - 2022,16.0
,,2022 - 2023,16.8
,Pratapgarh,2002 - 2003,11.18
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,13.89
,,2010 - 2011,
,,2011 - 2012,10.83
,,2012 - 2013,10.88
,,2013 - 2014,13.46
,,2014 - 2015,15.12
,,2015 - 2016,13.58
,,2016 - 2017,13.53
,,2017 - 2018,14.39
,,2018 - 2019,11.78
,,2019 - 2020,16.37
,,2020 - 2021,16.42
,,2021 - 2022,16.02
,,2022 - 2023,16.19
,Rae bareli,2002 - 2003,11.18
,,2003 - 2004,10.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,7.95
,,2008 - 2009,
,,2009 - 2010,10.06
,,2010 - 2011,
,,2011 - 2012,11.41
,,2012 - 2013,11.36
,,2013 - 2014,13.44
,,2014 - 2015,9.77
,,2015 - 2016,9.62
,,2016 - 2017,9.49
,,2017 - 2018,11.06
,,2018 - 2019,16.71
,,2019 - 2020,13.1
,,2020 - 2021,11.42
,,2021 - 2022,16.55
,,2022 - 2023,15.33
,Rampur,2002 - 2003,11.18
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,13.52
,,2008 - 2009,
,,2009 - 2010,13.89
,,2010 - 2011,
,,2011 - 2012,10.84
,,2012 - 2013,10.88
,,2013 - 2014,13.44
,,2014 - 2015,15.14
,,2015 - 2016,13.58
,,2016 - 2017,13.5
,,2017 - 2018,14.38
,,2018 - 2019,11.79
,,2019 - 2020,16.36
,,2020 - 2021,16.44
,,2021 - 2022,16.04
,,2022 - 2023,16.75
,Saharanpur,2002 - 2003,11.19
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,13.89
,,2010 - 2011,
,,2011 - 2012,10.83
,,2012 - 2013,10.89
,,2013 - 2014,13.47
,,2014 - 2015,15.1
,,2015 - 2016,13.5
,,2016 - 2017,13.52
,,2017 - 2018,14.42
,,2018 - 2019,11.76
,,2019 - 2020,16.37
,,2020 - 2021,16.41
,,2021 - 2022,16.02
,,2022 - 2023,
,Sambhal,2012 - 2013,10.89
,,2013 - 2014,13.46
,,2014 - 2015,15.12
,,2015 - 2016,13.58
,,2016 - 2017,13.53
,,2017 - 2018,14.39
,,2018 - 2019,11.78
,,2019 - 2020,16.37
,,2020 - 2021,16.43
