state,district,year,urad_summer_yield_tonne_per_hectare
,,2013 - 2014,0.58
,,2014 - 2015,0.54
,,2015 - 2016,
,,2016 - 2017,0.63
,,2017 - 2018,0.63
,,2018 - 2019,0.79
,,2019 - 2020,0.71
,,2020 - 2021,0.75
,,2021 - 2022,0.75
,,2022 - 2023,
,Hamirpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,0.89
,Hapur,2012 - 2013,0.69
,,2013 - 2014,0.58
,,2014 - 2015,0.54
,,2015 - 2016,0.57
,,2016 - 2017,0.65
,,2017 - 2018,0.63
,,2018 - 2019,0.79
,,2019 - 2020,0.72
,,2020 - 2021,0.76
,,2021 - 2022,0.74
,,2022 - 2023,0.9
,Hardoi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.63
,,2003 - 2004,0.56
,,2007 - 2008,0.44
,,2008 - 2009,0.69
,,2009 - 2010,0.71
,,2010 - 2011,0.75
,,2011 - 2012,0.68
,,2012 - 2013,0.63
,,2013 - 2014,0.67
,,2014 - 2015,0.7
,,2015 - 2016,0.37
,,2016 - 2017,0.58
,,2017 - 2018,0.61
,,2018 - 2019,0.72
,,2019 - 2020,0.78
,,2020 - 2021,0.59
,,2021 - 2022,0.72
,,2022 - 2023,0.83
,Hathras,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.43
,,2003 - 2004,0.55
,,2007 - 2008,0.68
,,2008 - 2009,0.94
,,2009 - 2010,0.71
,,2010 - 2011,0.8
,,2011 - 2012,0.89
,,2012 - 2013,1.0
,,2013 - 2014,0.91
,,2014 - 2015,0.83
,,2015 - 2016,0.33
,,2016 - 2017,0.64
,,2017 - 2018,0.62
,,2018 - 2019,1.0
,,2019 - 2020,1.15
,,2020 - 2021,1.16
,,2021 - 2022,1.06
,,2022 - 2023,0.89
,Jalaun,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,0.74
,,2022 - 2023,
,Jaunpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.48
,,2003 - 2004,0.6
,,2007 - 2008,0.53
,,2008 - 2009,0.61
,,2009 - 2010,0.81
,,2010 - 2011,0.74
,,2011 - 2012,0.85
,,2012 - 2013,0.76
,,2013 - 2014,0.81
,,2014 - 2015,0.56
,,2015 - 2016,0.66
,,2016 - 2017,0.7
,,2017 - 2018,0.77
,,2018 - 2019,0.82
,,2019 - 2020,0.91
,,2020 - 2021,1.6
,,2021 - 2022,0.72
,,2022 - 2023,0.76
,Jhansi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.6
,,2003 - 2004,0.5
,,2007 - 2008,1.0
,,2008 - 2009,0.5
,,2009 - 2010,0.6
,,2010 - 2011,0.64
,,2011 - 2012,0.5
,,2012 - 2013,0.75
,,2013 - 2014,0.5
,,2014 - 2015,0.5
,,2015 - 2016,
,,2016 - 2017,0.6
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,1.0
,,2020 - 2021,1.0
,,2021 - 2022,
,,2022 - 2023,0.89
,Kannauj,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.84
,,2003 - 2004,0.88
,,2007 - 2008,0.65
,,2008 - 2009,0.98
,,2009 - 2010,0.8
,,2010 - 2011,1.03
,,2011 - 2012,0.85
,,2012 - 2013,0.81
,,2013 - 2014,0.71
,,2014 - 2015,0.7
,,2015 - 2016,0.73
,,2016 - 2017,0.93
,,2017 - 2018,0.8
,,2018 - 2019,1.04
,,2019 - 2020,0.94
,,2020 - 2021,1.0
,,2021 - 2022,1.13
,,2022 - 2023,1.08
,Kanpur dehat,2003 - 2004,0.88
,,2007 - 2008,0.65
,,2008 - 2009,0.98
,,2009 - 2010,0.8
,,2010 - 2011,1.03
,,2011 - 2012,0.85
,,2012 - 2013,0.81
,,2013 - 2014,0.71
,,2014 - 2015,0.7
,,2015 - 2016,0.73
,,2016 - 2017,0.93
,,2017 - 2018,0.8
,,2018 - 2019,1.2
,,2019 - 2020,0.94
,,2020 - 2021,1.21
,,2021 - 2022,1.2
,,2022 - 2023,1.19
,Kanpur nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.84
,,2003 - 2004,0.88
,,2007 - 2008,0.65
,,2008 - 2009,0.98
,,2009 - 2010,0.8
,,2010 - 2011,1.03
,,2011 - 2012,0.85
,,2012 - 2013,0.81
,,2013 - 2014,0.71
,,2014 - 2015,0.7
,,2015 - 2016,0.73
,,2016 - 2017,0.93
,,2017 - 2018,0.8
,,2018 - 2019,0.73
,,2019 - 2020,0.94
,,2020 - 2021,0.8
,,2021 - 2022,1.13
,,2022 - 2023,0.89
,Kasganj,2009 - 2010,0.71
,,2010 - 2011,0.79
,,2011 - 2012,0.89
,,2012 - 2013,1.02
,,2013 - 2014,0.93
,,2014 - 2015,0.83
,,2015 - 2016,0.33
,,2016 - 2017,0.65
,,2017 - 2018,0.61
,,2018 - 2019,1.01
,,2019 - 2020,1.16
,,2020 - 2021,1.16
,,2021 - 2022,1.06
,,2022 - 2023,0.89
,Kaushambi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.4
,,2003 - 2004,0.41
,,2007 - 2008,0.49
,,2008 - 2009,0.6
,,2009 - 2010,0.56
,,2010 - 2011,0.91
,,2011 - 2012,0.96
,,2012 - 2013,0.77
,,2013 - 2014,0.58
,,2014 - 2015,0.22
,,2015 - 2016,0.53
,,2016 - 2017,0.62
,,2017 - 2018,0.61
,,2018 - 2019,1.04
,,2019 - 2020,0.71
,,2020 - 2021,0.67
,,2021 - 2022,0.68
,,2022 - 2023,0.78
,Kheri,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.63
,,2003 - 2004,0.44
,,2007 - 2008,0.55
,,2008 - 2009,0.29
,,2009 - 2010,0.5
,,2010 - 2011,0.57
,,2011 - 2012,0.57
,,2012 - 2013,0.52
,,2013 - 2014,0.52
,,2014 - 2015,0.42
,,2015 - 2016,0.54
,,2016 - 2017,0.7
,,2017 - 2018,0.76
,,2018 - 2019,0.69
,,2019 - 2020,0.61
,,2020 - 2021,0.69
,,2021 - 2022,0.82
,,2022 - 2023,0.72
,Kushi nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.53
,,2003 - 2004,0.49
,,2007 - 2008,0.56
,,2008 - 2009,0.62
,,2009 - 2010,0.61
,,2010 - 2011,0.62
,,2011 - 2012,0.67
,,2012 - 2013,0.69
,,2013 - 2014,0.58
,,2014 - 2015,0.54
,,2015 - 2016,0.58
,,2016 - 2017,0.65
,,2017 - 2018,0.63
,,2018 - 2019,0.78
,,2019 - 2020,0.71
,,2020 - 2021,0.76
,,2021 - 2022,0.73
,,2022 - 2023,0.9
,Lalitpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.52
,,2003 - 2004,0.48
,,2007 - 2008,0.56
,,2008 - 2009,0.65
,,2009 - 2010,0.62
,,2010 - 2011,0.63
,,2011 - 2012,0.67
,,2012 - 2013,0.69
,,2013 - 2014,0.58
,,2014 - 2015,0.54
,,2015 - 2016,0.58
,,2016 - 2017,0.65
,,2017 - 2018,
,,2018 - 2019,0.79
,,2019 - 2020,0.71
,,2020 - 2021,0.76
,,2021 - 2022,0.74
,,2022 - 2023,
,Lucknow,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.48
,,2003 - 2004,0.45
,,2007 - 2008,0.68
,,2008 - 2009,0.39
,,2009 - 2010,0.68
,,2010 - 2011,0.59
,,2011 - 2012,0.52
,,2012 - 2013,0.54
,,2013 - 2014,0.52
,,2014 - 2015,0.42
,,2015 - 2016,0.37
,,2016 - 2017,0.36
,,2017 - 2018,0.9
,,2018 - 2019,0.76
,,2019 - 2020,1.07
,,2020 - 2021,1.12
,,2021 - 2022,0.86
,,2022 - 2023,0.91
,Maharajganj,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.53
,,2003 - 2004,0.5
,,2007 - 2008,0.55
,,2008 - 2009,0.62
,,2009 - 2010,0.63
,,2010 - 2011,0.62
,,2011 - 2012,0.66
,,2012 - 2013,0.7
,,2013 - 2014,0.58
,,2014 - 2015,0.54
,,2015 - 2016,0.57
,,2016 - 2017,0.66
,,2017 - 2018,0.62
,,2018 - 2019,0.78
,,2019 - 2020,
,,2020 - 2021,0.76
,,2021 - 2022,0.74
,,2022 - 2023,0.89
,Mahoba,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mainpuri,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.42
,,2003 - 2004,0.55
,,2007 - 2008,0.68
,,2008 - 2009,0.94
,,2009 - 2010,1.05
,,2010 - 2011,0.79
,,2011 - 2012,1.41
,,2012 - 2013,0.93
,,2013 - 2014,0.82
,,2014 - 2015,1.1
,,2015 - 2016,0.96
,,2016 - 2017,0.61
,,2017 - 2018,0.9
,,2018 - 2019,0.62
,,2019 - 2020,1.4
,,2020 - 2021,1.73
,,2021 - 2022,0.91
,,2022 - 2023,1.28
,Mathura,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.43
,,2003 - 2004,0.5
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mau,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.5
,,2003 - 2004,0.5
,,2007 - 2008,0.55
,,2008 - 2009,0.6
,,2009 - 2010,0.64
,,2010 - 2011,0.63
,,2011 - 2012,0.65
,,2012 - 2013,0.69
,,2013 - 2014,0.56
,,2014 - 2015,0.53
,,2015 - 2016,0.58
,,2016 - 2017,0.64
,,2017 - 2018,0.64
,,2018 - 2019,0.76
,,2019 - 2020,0.74
,,2021 - 2022,0.73
,,2022 - 2023,0.9
,Meerut,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.41
,,2003 - 2004,0.49
,,2007 - 2008,0.56
,,2008 - 2009,0.62
,,2009 - 2010,0.62
,,2010 - 2011,0.62
,,2011 - 2012,0.67
,,2012 - 2013,0.69
,,2013 - 2014,0.58
,,2014 - 2015,0.53
,,2015 - 2016,0.58
,,2016 - 2017,0.65
,,2017 - 2018,0.63
,,2018 - 2019,0.78
,,2019 - 2020,0.72
,,2020 - 2021,0.76
,,2021 - 2022,0.73
,,2022 - 2023,0.9
,Mirzapur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.57
,,2003 - 2004,0.67
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,0.58
,,2010 - 2011,0.6
,,2011 - 2012,0.67
,,2012 - 2013,0.71
,,2013 - 2014,0.5
,,2014 - 2015,0.5
,,2015 - 2016,1.0
,,2016 - 2017,0.6
,,2017 - 2018,0.6
,,2018 - 2019,0.8
,,2019 - 2020,
,,2020 - 2021,0.8
,,2021 - 2022,
,,2022 - 2023,
,Moradabad,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.52
,,2003 - 2004,0.5
,,2007 - 2008,0.57
,,2008 - 2009,0.6
,,2009 - 2010,1.0
,,2010 - 2011,0.67
,,2011 - 2012,0.67
,,2012 - 2013,0.5
,,2013 - 2014,0.5
,,2014 - 2015,0.5
,,2015 - 2016,0.59
,,2016 - 2017,0.57
,,2017 - 2018,
,,2018 - 2019,0.75
,,2019 - 2020,0.67
,,2020 - 2021,0.83
,,2021 - 2022,0.78
,,2022 - 2023,0.88
,Muzaffarnagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.58
,,2003 - 2004,0.51
,,2007 - 2008,0.65
,,2008 - 2009,0.64
,,2009 - 2010,0.6
,,2010 - 2011,0.57
,,2011 - 2012,0.56
,,2012 - 2013,0.67
,,2013 - 2014,0.7
,,2014 - 2015,0.66
,,2015 - 2016,0.66
,,2016 - 2017,1.02
,,2017 - 2018,0.89
,,2018 - 2019,1.08
,,2019 - 2020,0.44
,,2020 - 2021,0.76
,,2021 - 2022,0.75
,,2022 - 2023,0.6
,Pilibhit,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.53
,,2003 - 2004,0.49
,,2007 - 2008,0.56
,,2008 - 2009,0.62
,,2009 - 2010,0.62
,,2010 - 2011,0.62
,,2011 - 2012,0.67
,,2012 - 2013,0.7
,,2013 - 2014,0.58
,,2014 - 2015,0.54
,,2015 - 2016,0.58
,,2016 - 2017,0.65
,,2017 - 2018,0.63
,,2018 - 2019,0.78
,,2019 - 2020,0.72
,,2020 - 2021,0.76
,,2021 - 2022,0.74
,Pratapgarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.52
,,2003 - 2004,0.34
,,2007 - 2008,0.54
,,2008 - 2009,0.51
,,2009 - 2010,0.46
,,2010 - 2011,0.49
,,2011 - 2012,0.54
,,2012 - 2013,0.58
,,2013 - 2014,0.52
,,2014 - 2015,0.16
,,2015 - 2016,0.59
,,2016 - 2017,0.6
,,2017 - 2018,0.54
,,2018 - 2019,1.06
,,2019 - 2020,0.83
,,2020 - 2021,0.65
,,2021 - 2022,0.63
,,2022 - 2023,0.82
,Rae bareli,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.55
,,2003 - 2004,0.47
,,2007 - 2008,0.46
,,2008 - 2009,0.55
,,2009 - 2010,0.53
,,2010 - 2011,0.46
,,2011 - 2012,0.46
,,2012 - 2013,0.49
,,2013 - 2014,0.41
,,2014 - 2015,0.48
,,2015 - 2016,0.29
,,2016 - 2017,0.42
,,2017 - 2018,0.41
,,2018 - 2019,0.54
,,2019 - 2020,0.53
,,2020 - 2021,0.41
,,2021 - 2022,0.45
,,2022 - 2023,0.47
,Rampur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.54
,,2003 - 2004,0.5
,,2007 - 2008,0.55
,,2008 - 2009,0.64
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,0.5
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,0.76
,,2021 - 2022,
,,2022 - 2023,0.91
,Saharanpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.7
,,2003 - 2004,0.57
,,2007 - 2008,0.68
,,2008 - 2009,0.59
,,2009 - 2010,0.68
,,2010 - 2011,0.45
,,2011 - 2012,0.63
,,2012 - 2013,0.52
,,2013 - 2014,0.58
,,2014 - 2015,0.66
,,2015 - 2016,0.66
,,2016 - 2017,0.87
,,2017 - 2018,0.89
,,2018 - 2019,1.08
,,2019 - 2020,0.44
,,2020 - 2021,0.83
,,2021 - 2022,0.75
,,2022 - 2023,0.58
,Sambhal,2012 - 2013,
,,2013 - 2014,0.6
,,2014 - 2015,0.54
,,2015 - 2016,1.0
,,2016 - 2017,0.67
,,2017 - 2018,0.67
,,2018 - 2019,0.79
,,2019 - 2020,
,,2020 - 2021,0.76
,,2021 - 2022,
,,2022 - 2023,
,Sant kabeer nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.5
,,2003 - 2004,1.0
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sant ravidas nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.5
,,2003 - 2004,0.47
,,2007 - 2008,0.55
,,2008 - 2009,0.64
,,2009 - 2010,0.64
,,2010 - 2011,0.67
,,2011 - 2012,0.64
,,2012 - 2013,0.67
,,2013 - 2014,0.58
,,2014 - 2015,0.6
,,2015 - 2016,0.57
,,2016 - 2017,0.68
,,2017 - 2018,0.67
,,2018 - 2019,0.79
,,2019 - 2020,0.71
,,2020 - 2021,0.76
,,2021 - 2022,0.73
,,2022 - 2023,0.89
,Shahjahanpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.53
,,2003 - 2004,0.49
,,2007 - 2008,0.56
,,2008 - 2009,0.62
,,2009 - 2010,0.63
,,2010 - 2011,0.63
,,2011 - 2012,0.66
,,2012 - 2013,0.69
,,2013 - 2014,0.58
,,2014 - 2015,0.54
,,2015 - 2016,0.58
,,2016 - 2017,0.65
,,2017 - 2018,0.63
,,2018 - 2019,0.78
,,2019 - 2020,0.72
,,2020 - 2021,0.76
,,2021 - 2022,0.73
,,2022 - 2023,0.9
,Shamli,2012 - 2013,0.56
,,2013 - 2014,0.6
,,2014 - 2015,0.66
,,2015 - 2016,0.66
,,2016 - 2017,0.87
,,2017 - 2018,0.89
,,2018 - 2019,1.08
,,2019 - 2020,0.44
,,2020 - 2021,0.76
,,2021 - 2022,0.75
,,2022 - 2023,0.58
,Shravasti,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.53
,,2003 - 2004,0.49
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,0.63
,,2010 - 2011,0.62
,,2011 - 2012,0.68
,,2012 - 2013,0.68
,,2013 - 2014,0.58
,,2014 - 2015,0.55
,,2015 - 2016,0.56
,,2016 - 2017,0.7
,,2017 - 2018,0.6
,,2018 - 2019,0.75
,,2019 - 2020,0.73
,,2020 - 2021,0.83
,,2021 - 2022,0.77
,,2022 - 2023,0.86
,Siddharth nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,1.0
,,2003 - 2004,0.48
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,0.9
,Sitapur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.37
,,2003 - 2004,0.33
,,2007 - 2008,0.39
,,2008 - 2009,0.29
,,2009 - 2010,0.5
,,2010 - 2011,0.46
,,2011 - 2012,0.57
,,2012 - 2013,0.52
,,2013 - 2014,0.52
,,2014 - 2015,0.42
,,2015 - 2016,0.54
,,2016 - 2017,0.7
,,2017 - 2018,0.76
,,2018 - 2019,0.69
,,2019 - 2020,0.61
,,2020 - 2021,0.55
,,2021 - 2022,0.82
,,2022 - 2023,0.73
,Sonbhadra,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.67
,,2003 - 2004,0.5
,,2007 - 2008,
,,2008 - 2009,0.67
,,2009 - 2010,1.0
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,0.79
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sultanpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.65
,,2003 - 2004,0.5
,,2007 - 2008,0.68
,,2008 - 2009,0.56
,,2009 - 2010,0.5
,,2010 - 2011,0.52
,,2011 - 2012,0.51
,,2012 - 2013,0.65
,,2013 - 2014,0.46
,,2014 - 2015,0.63
,,2015 - 2016,0.6
,,2016 - 2017,0.59
,,2017 - 2018,0.64
,,2018 - 2019,0.52
,,2019 - 2020,0.38
,,2020 - 2021,0.64
,,2021 - 2022,0.58
,,2022 - 2023,0.87
,Unnao,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.41
,,2003 - 2004,0.44
,,2007 - 2008,0.65
,,2008 - 2009,0.77
,,2009 - 2010,0.75
,,2010 - 2011,0.58
,,2011 - 2012,0.49
,,2012 - 2013,0.79
,,2013 - 2014,0.55
,,2014 - 2015,0.6
,,2015 - 2016,0.82
,,2016 - 2017,0.84
,,2017 - 2018,0.76
,,2018 - 2019,0.68
,,2019 - 2020,0.74
,,2020 - 2021,0.79
,,2021 - 2022,1.07
,,2022 - 2023,0.86
,Varanasi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,0.5
,,2003 - 2004,0.6
,,2007 - 2008,0.56
,,2008 - 2009,0.6
,,2009 - 2010,0.8
,,2010 - 2011,0.75
,,2011 - 2012,0.83
,,2012 - 2013,0.77
,,2013 - 2014,0.81
,,2014 - 2015,0.57
,,2015 - 2016,0.65
,,2016 - 2017,0.7
,,2017 - 2018,0.78
,,2018 - 2019,0.86
,,2019 - 2020,0.91
,,2020 - 2021,1.29
,,2021 - 2022,0.74
,,2022 - 2023,0.9
Uttarakhand,Almora,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bageshwar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Chamoli,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Champawat,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,0.0
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,1.0
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Dehradun,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,0.51
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,1.0
,,2017 - 2018,0.7
,,2018 - 2019,1.0
,,2019 - 2020,1.0
,,2020 - 2021,1.22
,,2021 - 2022,0.88
,,2022 - 2023,0.75
,Haridwar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,0.36
,,2004 - 2005,
,,2005 - 2006,0.25
,,2006 - 2007,
,,2007 - 2008,0.45
,,2008 - 2009,0.63
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,0.25
,,2012 - 2013,0.5
,,2013 - 2014,0.41
,,2014 - 2015,0.56
,,2015 - 2016,0.43
,,2016 - 2017,0.57
,,2017 - 2018,0.68
,,2018 - 2019,0.65
,,2019 - 2020,1.06
,,2020 - 2021,1.19
,,2021 - 2022,0.9
,,2022 - 2023,0.8
,Nainital,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Pauri garhwal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Pithoragarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Rudra prayag,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Tehri garhwal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Udam singh nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,0.37
,,2004 - 2005,0.44
