state,district,year,maize_autumn_yield_tonne_per_hectare
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2019 - 2020,
,,2021 - 2022,
,,2022 - 2023,
,Bargarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.65
,,2005 - 2006,1.28
,,2006 - 2007,1.12
,,2007 - 2008,1.13
,,2008 - 2009,1.3
,,2009 - 2010,1.14
,,2010 - 2011,1.29
,,2011 - 2012,1.31
,,2012 - 2013,1.4
,,2013 - 2014,1.71
,,2014 - 2015,1.15
,,2015 - 2016,1.39
,,2016 - 2017,1.38
,,2017 - 2018,1.41
,,2018 - 2019,1.4
,,2019 - 2020,1.94
,,2020 - 2021,1.86
,,2021 - 2022,1.75
,,2022 - 2023,1.81
,Bhadrak,2004 - 2005,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Boudh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.72
,,2005 - 2006,0.72
,,2006 - 2007,0.7
,,2007 - 2008,0.97
,,2008 - 2009,0.93
,,2009 - 2010,0.78
,,2010 - 2011,0.99
,,2011 - 2012,0.87
,,2012 - 2013,0.8
,,2013 - 2014,0.78
,,2014 - 2015,0.72
,,2015 - 2016,0.61
,,2016 - 2017,0.79
,,2017 - 2018,0.83
,,2018 - 2019,0.84
,,2019 - 2020,0.85
,,2020 - 2021,0.91
,,2021 - 2022,0.87
,,2022 - 2023,0.83
,Cuttack,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.73
,,2005 - 2006,0.74
,,2006 - 2007,1.22
,,2007 - 2008,1.09
,,2008 - 2009,1.08
,,2009 - 2010,1.05
,,2010 - 2011,1.21
,,2011 - 2012,1.15
,,2012 - 2013,0.91
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Deogarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.83
,,2005 - 2006,0.64
,,2006 - 2007,0.92
,,2007 - 2008,0.69
,,2008 - 2009,0.81
,,2009 - 2010,0.92
,,2010 - 2011,1.22
,,2011 - 2012,1.11
,,2012 - 2013,1.19
,,2013 - 2014,1.45
,,2014 - 2015,1.63
,,2015 - 2016,1.5
,,2016 - 2017,1.33
,,2017 - 2018,1.51
,,2018 - 2019,1.36
,,2019 - 2020,1.7
,,2020 - 2021,1.88
,,2021 - 2022,1.64
,,2022 - 2023,2.11
,Dhenkanal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.76
,,2005 - 2006,0.82
,,2006 - 2007,0.76
,,2007 - 2008,0.88
,,2008 - 2009,1.01
,,2009 - 2010,0.85
,,2010 - 2011,1.66
,,2011 - 2012,1.06
,,2012 - 2013,1.52
,,2013 - 2014,1.25
,,2014 - 2015,1.27
,,2015 - 2016,1.17
,,2016 - 2017,1.5
,,2017 - 2018,1.1
,,2018 - 2019,1.22
,,2019 - 2020,1.6
,,2020 - 2021,1.78
,,2021 - 2022,2.07
,,2022 - 2023,2.07
,Gajapati,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.54
,,2005 - 2006,1.58
,,2006 - 2007,1.54
,,2007 - 2008,1.75
,,2008 - 2009,1.54
,,2009 - 2010,1.27
,,2010 - 2011,1.54
,,2011 - 2012,1.93
,,2012 - 2013,1.91
,,2013 - 2014,1.14
,,2014 - 2015,1.07
,,2015 - 2016,2.11
,,2016 - 2017,2.53
,,2017 - 2018,2.31
,,2018 - 2019,0.87
,,2019 - 2020,2.08
,,2020 - 2021,2.35
,,2021 - 2022,2.38
,,2022 - 2023,2.27
,Ganjam,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.13
,,2005 - 2006,1.27
,,2006 - 2007,1.35
,,2007 - 2008,1.4
,,2008 - 2009,1.34
,,2009 - 2010,1.5
,,2010 - 2011,1.58
,,2011 - 2012,1.83
,,2012 - 2013,1.71
,,2013 - 2014,1.79
,,2014 - 2015,1.64
,,2015 - 2016,1.98
,,2016 - 2017,2.37
,,2017 - 2018,2.45
,,2018 - 2019,2.23
,,2019 - 2020,2.12
,,2020 - 2021,1.98
,,2021 - 2022,1.83
,,2022 - 2023,1.94
,Jagatsinghapur,2011 - 2012,
,,2013 - 2014,
,,2019 - 2020,
,,2020 - 2021,
,Jajapur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.55
,,2005 - 2006,0.73
,,2006 - 2007,0.54
,,2007 - 2008,0.72
,,2008 - 2009,1.42
,,2009 - 2010,1.24
,,2010 - 2011,1.13
,,2011 - 2012,0.87
,,2012 - 2013,0.7
,,2013 - 2014,0.8
,,2014 - 2015,0.7
,,2015 - 2016,0.94
,,2016 - 2017,0.86
,,2018 - 2019,0.87
,,2020 - 2021,1.44
,,2021 - 2022,1.68
,,2022 - 2023,4.44
,Jharsuguda,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,3.13
,,2005 - 2006,0.88
,,2007 - 2008,1.4
,,2008 - 2009,0.85
,,2009 - 2010,0.84
,,2010 - 2011,1.91
,,2011 - 2012,2.5
,,2012 - 2013,2.16
,,2013 - 2014,2.14
,,2014 - 2015,3.12
,,2015 - 2016,3.61
,,2016 - 2017,3.12
,,2017 - 2018,2.78
,,2018 - 2019,2.47
,,2019 - 2020,2.71
,,2020 - 2021,3.42
,,2021 - 2022,2.91
,,2022 - 2023,3.18
,Kalahandi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.78
,,2005 - 2006,0.65
,,2006 - 2007,0.64
,,2007 - 2008,0.75
,,2008 - 2009,0.84
,,2009 - 2010,0.89
,,2010 - 2011,1.24
,,2011 - 2012,1.1
,,2012 - 2013,1.29
,,2013 - 2014,1.53
,,2014 - 2015,1.21
,,2015 - 2016,0.99
,,2016 - 2017,1.19
,,2017 - 2018,1.39
,,2018 - 2019,1.05
,,2019 - 2020,1.4
,,2020 - 2021,1.91
,,2021 - 2022,1.81
,,2022 - 2023,2.46
,Kandhamal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.91
,,2005 - 2006,0.9
,,2006 - 2007,0.79
,,2007 - 2008,0.98
,,2008 - 2009,1.07
,,2009 - 2010,0.83
,,2010 - 2011,1.21
,,2011 - 2012,1.27
,,2012 - 2013,0.92
,,2013 - 2014,0.97
,,2014 - 2015,1.02
,,2015 - 2016,1.07
,,2016 - 2017,1.17
,,2017 - 2018,1.2
,,2018 - 2019,1.12
,,2019 - 2020,1.16
,,2020 - 2021,1.49
,,2021 - 2022,1.86
,,2022 - 2023,1.43
,Kendrapara,2022 - 2023,
,Kendujhar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.96
,,2005 - 2006,0.67
,,2006 - 2007,0.82
,,2007 - 2008,0.85
,,2008 - 2009,0.7
,,2009 - 2010,0.98
,,2010 - 2011,1.56
,,2011 - 2012,1.27
,,2012 - 2013,1.49
,,2013 - 2014,1.79
,,2014 - 2015,1.75
,,2015 - 2016,1.66
,,2016 - 2017,1.69
,,2017 - 2018,1.72
,,2018 - 2019,1.65
,,2019 - 2020,3.11
,,2020 - 2021,2.53
,,2021 - 2022,2.62
,,2022 - 2023,2.74
,Khordha,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.36
,,2005 - 2006,1.07
,,2006 - 2007,1.44
,,2007 - 2008,0.9
,,2008 - 2009,1.97
,,2009 - 2010,0.75
,,2010 - 2011,2.19
,,2011 - 2012,1.9
,,2012 - 2013,2.69
,,2013 - 2014,2.73
,,2014 - 2015,2.08
,,2015 - 2016,3.26
,,2016 - 2017,2.47
,,2017 - 2018,1.3
,,2018 - 2019,1.24
,,2019 - 2020,1.0
,,2020 - 2021,1.0
,,2021 - 2022,3.2
,,2022 - 2023,0.85
,Koraput,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.1
,,2005 - 2006,1.08
,,2006 - 2007,1.13
,,2007 - 2008,1.35
,,2008 - 2009,1.23
,,2009 - 2010,1.29
,,2010 - 2011,1.67
,,2011 - 2012,1.77
,,2012 - 2013,1.72
,,2013 - 2014,1.97
,,2014 - 2015,1.99
,,2015 - 2016,2.12
,,2016 - 2017,2.17
,,2017 - 2018,2.39
,,2018 - 2019,2.18
,,2019 - 2020,2.12
,,2020 - 2021,2.48
,,2021 - 2022,2.29
,,2022 - 2023,2.35
,Malkangiri,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.89
,,2005 - 2006,0.96
,,2006 - 2007,0.98
,,2007 - 2008,1.16
,,2008 - 2009,1.13
,,2009 - 2010,1.03
,,2010 - 2011,1.16
,,2011 - 2012,1.18
,,2012 - 2013,1.03
,,2013 - 2014,1.12
,,2014 - 2015,1.16
,,2015 - 2016,1.2
,,2016 - 2017,1.08
,,2017 - 2018,1.18
,,2018 - 2019,0.77
,,2019 - 2020,0.67
,,2020 - 2021,1.4
,,2021 - 2022,1.57
,,2022 - 2023,1.67
,Mayurbhanj,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.82
,,2005 - 2006,0.77
,,2006 - 2007,0.73
,,2007 - 2008,0.73
,,2008 - 2009,0.93
,,2009 - 2010,0.87
,,2010 - 2011,1.45
,,2011 - 2012,1.09
,,2012 - 2013,1.78
,,2013 - 2014,1.71
,,2014 - 2015,1.52
,,2015 - 2016,1.62
,,2016 - 2017,1.82
,,2017 - 2018,1.8
,,2018 - 2019,1.73
,,2019 - 2020,1.41
,,2020 - 2021,2.08
,,2021 - 2022,1.85
,,2022 - 2023,1.86
,Nabarangpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,2.37
,,2005 - 2006,2.06
,,2006 - 2007,2.17
,,2007 - 2008,2.51
,,2008 - 2009,2.54
,,2009 - 2010,2.76
,,2010 - 2011,3.14
,,2011 - 2012,2.34
,,2012 - 2013,2.98
,,2013 - 2014,3.61
,,2014 - 2015,2.56
,,2015 - 2016,2.17
,,2016 - 2017,3.62
,,2017 - 2018,3.18
,,2018 - 2019,2.97
,,2019 - 2020,3.6
,,2020 - 2021,3.37
,,2021 - 2022,3.25
,,2022 - 2023,3.49
,Nayagarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.93
,,2005 - 2006,1.09
,,2006 - 2007,0.87
,,2007 - 2008,1.12
,,2008 - 2009,1.11
,,2009 - 2010,1.0
,,2010 - 2011,1.56
,,2011 - 2012,1.64
,,2012 - 2013,1.31
,,2013 - 2014,1.57
,,2014 - 2015,1.76
,,2015 - 2016,1.79
,,2016 - 2017,1.95
,,2017 - 2018,1.92
,,2018 - 2019,2.14
,,2019 - 2020,3.22
,,2020 - 2021,2.45
,,2021 - 2022,3.19
,,2022 - 2023,2.52
,Nuapada,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.47
,,2005 - 2006,0.56
,,2006 - 2007,0.52
,,2007 - 2008,0.55
,,2008 - 2009,0.65
,,2009 - 2010,0.53
,,2010 - 2011,1.13
,,2011 - 2012,0.78
,,2012 - 2013,1.07
,,2013 - 2014,1.22
,,2014 - 2015,1.12
,,2015 - 2016,1.28
,,2016 - 2017,1.55
,,2017 - 2018,1.32
,,2018 - 2019,2.09
,,2019 - 2020,2.14
,,2020 - 2021,2.34
,,2021 - 2022,2.13
,,2022 - 2023,2.13
,Puri,2009 - 2010,
,,2012 - 2013,
,Rayagada,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.02
,,2005 - 2006,0.93
,,2006 - 2007,0.92
,,2007 - 2008,1.04
,,2008 - 2009,1.18
,,2009 - 2010,0.98
,,2010 - 2011,1.11
,,2011 - 2012,1.22
,,2012 - 2013,1.17
,,2013 - 2014,1.37
,,2014 - 2015,1.39
,,2015 - 2016,1.65
,,2016 - 2017,1.46
,,2017 - 2018,1.56
,,2018 - 2019,1.29
,,2019 - 2020,1.9
,,2020 - 2021,1.84
,,2021 - 2022,1.88
,,2022 - 2023,1.73
,Sambalpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.8
,,2005 - 2006,0.77
,,2006 - 2007,0.97
,,2007 - 2008,0.88
,,2008 - 2009,0.92
,,2009 - 2010,0.96
,,2010 - 2011,1.16
,,2011 - 2012,1.13
,,2012 - 2013,1.15
,,2013 - 2014,1.1
,,2014 - 2015,1.17
,,2015 - 2016,1.0
,,2016 - 2017,1.56
,,2018 - 2019,1.59
,,2019 - 2020,1.82
,,2020 - 2021,1.78
,,2021 - 2022,2.02
,,2022 - 2023,2.1
,Sonepur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.84
,,2005 - 2006,0.99
,,2006 - 2007,0.74
,,2007 - 2008,0.64
,,2008 - 2009,0.55
,,2009 - 2010,0.6
,,2010 - 2011,0.6
,,2011 - 2012,0.45
,,2012 - 2013,1.62
,,2013 - 2014,0.98
,,2014 - 2015,0.75
,,2015 - 2016,
,,2016 - 2017,
,,2019 - 2020,
,Sundargarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.91
,,2005 - 2006,1.03
,,2006 - 2007,1.06
,,2007 - 2008,1.27
,,2008 - 2009,1.11
,,2009 - 2010,1.16
,,2010 - 2011,1.52
,,2011 - 2012,1.41
,,2012 - 2013,1.57
,,2013 - 2014,1.86
,,2014 - 2015,2.03
,,2015 - 2016,2.25
,,2016 - 2017,1.9
,,2017 - 2018,1.91
,,2018 - 2019,2.02
,,2019 - 2020,2.21
,,2020 - 2021,2.59
,,2021 - 2022,2.81
,,2022 - 2023,2.88
Punjab,Amritsar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Barnala,2019 - 2020,
,,2020 - 2021,
,Bathinda,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2014 - 2015,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Faridkot,2021 - 2022,
,Fatehgarh sahib,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2022 - 2023,
,Fazilka,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Firozepur,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,Gurdaspur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Hoshiarpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jalandhar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kapurthala,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ludhiana,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Malerkotla,2021 - 2022,
,,2022 - 2023,
,Mansa,2002 - 2003,
,,2019 - 2020,
,,2021 - 2022,
,,2022 - 2023,
,Moga,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Muktsar,2000 - 2001,
,,2002 - 2003,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nawanshahr,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Pathankot,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Patiala,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2022 - 2023,
,Rupnagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,S.a.s nagar,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sangrur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2008 - 2009,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Tarn taran,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2015 - 2016,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Rajasthan,Ajmer,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Alwar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Banswara,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Baran,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Barmer,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bharatpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2019 - 2020,
,,2020 - 2021,
,Bhilwara,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bikaner,2001 - 2002,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2016 - 2017,
,,2020 - 2021,
,Bundi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Chittorgarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Churu,2001 - 2002,
,,2003 - 2004,
,,2017 - 2018,
,,2020 - 2021,
,Dausa,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Dholpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2020 - 2021,
,,2021 - 2022,
,Dungarpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
