state,district,year,maize_summer_yield_tonne_per_hectare
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ranchi,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sahebganj,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Saraikela kharsawan,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Simdega,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,West singhbhum,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Karnataka,Bagalkot,2000 - 2001,2.81
,,2001 - 2002,2.91
,,2002 - 2003,3.42
,,2003 - 2004,2.18
,,2004 - 2005,3.77
,,2005 - 2006,4.08
,,2006 - 2007,3.11
,,2007 - 2008,4.39
,,2008 - 2009,3.24
,,2009 - 2010,3.96
,,2010 - 2011,3.19
,,2011 - 2012,3.62
,,2012 - 2013,3.85
,,2013 - 2014,2.97
,,2014 - 2015,3.46
,,2015 - 2016,3.5
,,2016 - 2017,3.46
,,2017 - 2018,5.26
,,2018 - 2019,4.31
,,2019 - 2020,4.7
,,2020 - 2021,3.07
,,2021 - 2022,3.85
,,2022 - 2023,4.54
,Bangalore rural,2000 - 2001,2.81
,,2001 - 2002,2.63
,,2002 - 2003,2.55
,,2003 - 2004,2.51
,,2004 - 2005,3.06
,,2005 - 2006,3.09
,,2006 - 2007,3.2
,,2007 - 2008,3.22
,,2008 - 2009,3.14
,,2009 - 2010,2.74
,,2010 - 2011,3.4
,,2011 - 2012,3.41
,,2012 - 2013,3.44
,,2013 - 2014,3.24
,,2014 - 2015,3.26
,,2015 - 2016,2.81
,,2016 - 2017,3.1
,,2017 - 2018,3.74
,,2018 - 2019,3.44
,,2019 - 2020,3.96
,,2020 - 2021,3.07
,,2021 - 2022,3.54
,,2022 - 2023,3.76
,Belgaum,2000 - 2001,2.72
,,2001 - 2002,2.27
,,2002 - 2003,2.17
,,2003 - 2004,2.49
,,2004 - 2005,3.73
,,2005 - 2006,3.3
,,2006 - 2007,3.64
,,2007 - 2008,3.1
,,2008 - 2009,3.03
,,2009 - 2010,3.3
,,2010 - 2011,3.16
,,2011 - 2012,2.89
,,2012 - 2013,2.97
,,2013 - 2014,2.41
,,2014 - 2015,4.09
,,2015 - 2016,2.85
,,2016 - 2017,2.8
,,2017 - 2018,3.45
,,2018 - 2019,3.45
,,2019 - 2020,4.18
,,2020 - 2021,3.25
,,2021 - 2022,3.61
,,2022 - 2023,4.0
,Bellary,2000 - 2001,2.81
,,2001 - 2002,2.63
,,2002 - 2003,2.56
,,2003 - 2004,2.52
,,2004 - 2005,3.06
,,2005 - 2006,3.8
,,2006 - 2007,3.2
,,2007 - 2008,2.83
,,2008 - 2009,2.67
,,2009 - 2010,3.01
,,2010 - 2011,3.73
,,2011 - 2012,2.36
,,2012 - 2013,2.89
,,2013 - 2014,3.58
,,2014 - 2015,2.59
,,2015 - 2016,2.6
,,2016 - 2017,2.67
,,2017 - 2018,3.75
,,2018 - 2019,3.45
,,2019 - 2020,3.96
,,2020 - 2021,3.07
,,2021 - 2022,3.56
,,2022 - 2023,3.75
,Bengaluru urban,2000 - 2001,2.81
,,2001 - 2002,2.63
,,2002 - 2003,2.55
,,2003 - 2004,2.52
,,2004 - 2005,3.06
,,2005 - 2006,3.09
,,2006 - 2007,3.21
,,2007 - 2008,3.23
,,2008 - 2009,3.14
,,2009 - 2010,2.74
,,2010 - 2011,3.4
,,2011 - 2012,3.41
,,2012 - 2013,3.44
,,2013 - 2014,3.24
,,2014 - 2015,3.25
,,2015 - 2016,2.81
,,2016 - 2017,3.1
,,2017 - 2018,3.75
,,2018 - 2019,3.45
,,2019 - 2020,3.96
,,2020 - 2021,3.0
,,2021 - 2022,3.47
,,2022 - 2023,4.0
,Bidar,2000 - 2001,2.0
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,2.09
,,2009 - 2010,2.09
,,2010 - 2011,2.54
,,2011 - 2012,2.09
,,2012 - 2013,3.44
,,2013 - 2014,3.25
,,2014 - 2015,3.27
,,2015 - 2016,
,,2016 - 2017,3.09
,,2017 - 2018,3.75
,,2018 - 2019,3.44
,,2019 - 2020,3.95
,,2020 - 2021,3.11
,,2021 - 2022,3.57
,,2022 - 2023,3.76
,Bijapur,2000 - 2001,2.81
,,2001 - 2002,2.63
,,2002 - 2003,2.38
,,2003 - 2004,2.23
,,2004 - 2005,1.81
,,2005 - 2006,1.95
,,2006 - 2007,2.29
,,2007 - 2008,2.68
,,2008 - 2009,2.23
,,2009 - 2010,2.0
,,2010 - 2011,2.48
,,2011 - 2012,2.68
,,2012 - 2013,3.42
,,2013 - 2014,4.0
,,2014 - 2015,3.01
,,2015 - 2016,2.0
,,2016 - 2017,2.22
,,2017 - 2018,2.4
,,2018 - 2019,1.16
,,2019 - 2020,2.33
,,2020 - 2021,2.77
,,2021 - 2022,2.79
,,2022 - 2023,2.68
,Chamarajanagar,2000 - 2001,2.81
,,2001 - 2002,2.63
,,2002 - 2003,2.56
,,2003 - 2004,2.23
,,2004 - 2005,1.81
,,2005 - 2006,2.52
,,2006 - 2007,3.04
,,2007 - 2008,3.51
,,2008 - 2009,3.86
,,2009 - 2010,2.69
,,2010 - 2011,4.47
,,2011 - 2012,4.95
,,2012 - 2013,4.62
,,2013 - 2014,4.43
,,2014 - 2015,5.05
,,2015 - 2016,5.0
,,2016 - 2017,3.91
,,2017 - 2018,5.68
,,2018 - 2019,3.45
,,2019 - 2020,3.96
,,2020 - 2021,3.07
,,2021 - 2022,3.56
,,2022 - 2023,3.76
,Chikballapur,2007 - 2008,2.34
,,2008 - 2009,2.67
,,2009 - 2010,3.54
,,2010 - 2011,3.17
,,2011 - 2012,4.97
,,2012 - 2013,5.27
,,2013 - 2014,3.01
,,2014 - 2015,3.26
,,2015 - 2016,3.82
,,2016 - 2017,7.11
,,2017 - 2018,3.75
,,2018 - 2019,3.44
,,2019 - 2020,3.96
,,2020 - 2021,3.07
,,2021 - 2022,3.56
,,2022 - 2023,3.76
,Chikmagalur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,3.5
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,4.0
,,2020 - 2021,
,,2021 - 2022,3.54
,,2022 - 2023,3.73
,Chitradurga,2000 - 2001,2.81
,,2001 - 2002,2.63
,,2002 - 2003,2.55
,,2003 - 2004,2.42
,,2004 - 2005,3.06
,,2005 - 2006,3.47
,,2006 - 2007,3.2
,,2007 - 2008,3.23
,,2008 - 2009,3.15
,,2009 - 2010,1.99
,,2010 - 2011,3.93
,,2011 - 2012,2.71
,,2012 - 2013,2.44
,,2013 - 2014,1.88
,,2014 - 2015,2.99
,,2015 - 2016,2.46
,,2016 - 2017,3.1
,,2017 - 2018,3.75
,,2018 - 2019,3.45
,,2019 - 2020,3.96
,,2020 - 2021,3.07
,,2021 - 2022,3.56
,,2022 - 2023,3.75
,Dakshin kannad,2007 - 2008,2.08
,,2008 - 2009,2.1
,,2009 - 2010,1.2
,,2010 - 2011,1.13
,,2011 - 2012,2.0
,,2012 - 2013,3.46
,,2013 - 2014,3.26
,,2020 - 2021,
,Davangere,2000 - 2001,2.81
,,2001 - 2002,2.63
,,2002 - 2003,2.56
,,2003 - 2004,2.53
,,2004 - 2005,3.06
,,2005 - 2006,3.57
,,2006 - 2007,3.2
,,2007 - 2008,3.23
,,2008 - 2009,3.15
,,2009 - 2010,3.47
,,2010 - 2011,4.96
,,2011 - 2012,2.61
,,2012 - 2013,4.16
,,2013 - 2014,1.96
,,2014 - 2015,3.3
,,2015 - 2016,4.18
,,2016 - 2017,3.71
,,2017 - 2018,3.75
,,2018 - 2019,3.44
,,2019 - 2020,3.96
,,2020 - 2021,3.07
,,2021 - 2022,3.56
,,2022 - 2023,3.75
,Dharwad,2000 - 2001,2.79
,,2001 - 2002,2.64
,,2002 - 2003,2.56
,,2003 - 2004,2.52
,,2004 - 2005,3.05
,,2005 - 2006,3.47
,,2006 - 2007,3.2
,,2007 - 2008,3.23
,,2008 - 2009,3.15
,,2009 - 2010,1.24
,,2010 - 2011,2.83
,,2011 - 2012,2.78
,,2012 - 2013,1.88
,,2013 - 2014,2.21
,,2014 - 2015,3.26
,,2015 - 2016,2.42
,,2016 - 2017,3.23
,,2017 - 2018,2.47
,,2018 - 2019,1.28
,,2019 - 2020,2.96
,,2020 - 2021,3.05
,,2021 - 2022,3.99
,,2022 - 2023,2.97
,Gadag,2000 - 2001,3.0
,,2001 - 2002,2.63
,,2002 - 2003,1.39
,,2003 - 2004,2.51
,,2004 - 2005,3.05
,,2005 - 2006,4.76
,,2006 - 2007,3.21
,,2007 - 2008,3.24
,,2008 - 2009,3.15
,,2009 - 2010,2.73
,,2010 - 2011,3.39
,,2011 - 2012,3.41
,,2012 - 2013,3.44
,,2013 - 2014,3.24
,,2014 - 2015,3.26
,,2015 - 2016,2.81
,,2016 - 2017,3.09
,,2017 - 2018,3.75
,,2018 - 2019,3.43
,,2019 - 2020,3.96
,,2020 - 2021,3.07
,,2021 - 2022,3.56
,,2022 - 2023,3.75
,Gulbarga,2000 - 2001,2.81
,,2001 - 2002,2.63
,,2002 - 2003,2.53
,,2003 - 2004,2.52
,,2004 - 2005,3.06
,,2005 - 2006,3.09
,,2006 - 2007,3.2
,,2007 - 2008,3.23
,,2008 - 2009,3.15
,,2009 - 2010,2.31
,,2010 - 2011,2.41
,,2011 - 2012,1.42
,,2012 - 2013,3.4
,,2013 - 2014,2.78
,,2014 - 2015,0.99
,,2015 - 2016,0.94
,,2016 - 2017,3.32
,,2017 - 2018,3.75
,,2018 - 2019,3.44
,,2019 - 2020,3.96
,,2020 - 2021,3.07
,,2021 - 2022,3.58
,,2022 - 2023,3.78
,Hassan,2000 - 2001,2.8
,,2001 - 2002,2.63
,,2002 - 2003,2.56
,,2003 - 2004,2.52
,,2004 - 2005,3.06
,,2005 - 2006,3.09
,,2006 - 2007,3.2
,,2007 - 2008,3.23
,,2008 - 2009,3.98
,,2009 - 2010,4.76
,,2010 - 2011,3.4
,,2011 - 2012,3.41
,,2012 - 2013,2.88
,,2013 - 2014,3.24
,,2014 - 2015,3.26
,,2015 - 2016,2.81
,,2016 - 2017,3.1
,,2017 - 2018,3.75
,,2018 - 2019,3.44
,,2019 - 2020,3.96
,,2020 - 2021,3.07
,,2021 - 2022,3.56
,,2022 - 2023,3.76
,Haveri,2000 - 2001,2.81
,,2001 - 2002,2.63
,,2002 - 2003,2.56
,,2003 - 2004,2.52
,,2004 - 2005,3.06
,,2005 - 2006,2.28
,,2006 - 2007,4.13
,,2007 - 2008,3.05
,,2008 - 2009,3.18
,,2009 - 2010,1.34
,,2010 - 2011,3.54
,,2011 - 2012,3.0
,,2012 - 2013,2.26
,,2013 - 2014,2.99
,,2014 - 2015,3.06
,,2015 - 2016,2.72
,,2016 - 2017,2.61
,,2017 - 2018,2.87
,,2018 - 2019,3.45
,,2019 - 2020,3.96
,,2020 - 2021,3.07
,,2021 - 2022,3.56
,,2022 - 2023,3.76
,Kodagu,2000 - 2001,2.8
,,2001 - 2002,2.63
,,2002 - 2003,2.53
,,2003 - 2004,2.51
,,2004 - 2005,3.06
,,2005 - 2006,3.09
,,2006 - 2007,3.2
,,2007 - 2008,3.23
,,2008 - 2009,3.15
,,2009 - 2010,5.56
,,2010 - 2011,3.4
,,2011 - 2012,3.42
,,2012 - 2013,3.44
,,2013 - 2014,3.25
,,2014 - 2015,3.26
,,2015 - 2016,2.8
,,2016 - 2017,3.11
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kolar,2000 - 2001,2.81
,,2001 - 2002,2.63
,,2002 - 2003,2.56
,,2003 - 2004,2.52
,,2004 - 2005,3.06
,,2005 - 2006,3.37
,,2006 - 2007,3.2
,,2007 - 2008,3.23
,,2008 - 2009,3.15
,,2009 - 2010,2.74
,,2010 - 2011,3.4
,,2011 - 2012,3.41
,,2012 - 2013,3.43
,,2013 - 2014,3.24
,,2014 - 2015,3.25
,,2015 - 2016,2.81
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,3.96
,,2020 - 2021,3.07
,,2021 - 2022,3.56
,,2022 - 2023,3.75
,Koppal,2000 - 2001,2.81
,,2001 - 2002,2.63
,,2002 - 2003,2.56
,,2003 - 2004,2.52
,,2004 - 2005,3.06
,,2005 - 2006,2.14
,,2006 - 2007,3.2
,,2007 - 2008,3.23
,,2008 - 2009,2.89
,,2009 - 2010,3.33
,,2010 - 2011,3.58
,,2011 - 2012,3.27
,,2012 - 2013,3.32
,,2013 - 2014,3.01
,,2014 - 2015,2.49
,,2015 - 2016,1.87
,,2016 - 2017,3.0
,,2017 - 2018,3.75
,,2018 - 2019,3.45
,,2019 - 2020,3.96
,,2020 - 2021,3.07
,,2021 - 2022,3.56
,,2022 - 2023,3.75
,Mandya,2000 - 2001,
,,2002 - 2003,2.56
,,2003 - 2004,2.52
,,2004 - 2005,3.06
,,2005 - 2006,2.51
,,2006 - 2007,3.21
,,2007 - 2008,3.24
,,2008 - 2009,3.15
,,2009 - 2010,2.74
,,2010 - 2011,3.4
,,2011 - 2012,3.41
,,2012 - 2013,3.44
,,2013 - 2014,3.24
,,2014 - 2015,3.26
,,2015 - 2016,2.81
,,2016 - 2017,3.1
,,2017 - 2018,3.75
,,2018 - 2019,3.45
,,2019 - 2020,3.96
,,2020 - 2021,3.07
,,2021 - 2022,3.56
,,2022 - 2023,3.76
,Mysore,2000 - 2001,2.81
,,2001 - 2002,2.63
,,2002 - 2003,2.56
,,2003 - 2004,2.52
,,2004 - 2005,3.06
,,2005 - 2006,3.33
,,2006 - 2007,3.2
,,2007 - 2008,3.23
,,2008 - 2009,3.15
,,2009 - 2010,3.6
,,2010 - 2011,3.4
,,2011 - 2012,3.41
,,2012 - 2013,3.44
,,2013 - 2014,3.24
,,2014 - 2015,3.26
,,2015 - 2016,2.81
,,2016 - 2017,3.1
,,2017 - 2018,3.75
,,2018 - 2019,3.44
,,2019 - 2020,3.96
,,2020 - 2021,3.07
,,2021 - 2022,3.56
,,2022 - 2023,3.75
,Raichur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,2.57
,,2003 - 2004,2.51
,,2004 - 2005,3.06
,,2005 - 2006,3.09
,,2006 - 2007,3.21
,,2007 - 2008,3.23
,,2008 - 2009,3.15
,,2009 - 2010,2.74
,,2010 - 2011,3.4
,,2011 - 2012,3.41
,,2012 - 2013,3.44
,,2013 - 2014,2.14
,,2014 - 2015,
,,2015 - 2016,2.81
,,2016 - 2017,3.1
,,2017 - 2018,3.76
,,2018 - 2019,
,,2019 - 2020,4.0
,,2020 - 2021,3.0
,,2021 - 2022,3.4
,,2022 - 2023,3.81
,Ramanagara,2007 - 2008,3.23
,,2008 - 2009,3.14
,,2009 - 2010,2.74
,,2010 - 2011,3.4
,,2011 - 2012,3.41
,,2012 - 2013,3.44
,,2013 - 2014,3.24
,,2014 - 2015,3.26
,,2015 - 2016,3.81
,,2016 - 2017,9.59
,,2017 - 2018,3.75
,,2018 - 2019,3.45
,,2019 - 2020,3.96
,,2020 - 2021,3.07
,,2021 - 2022,3.55
,,2022 - 2023,3.76
,Shimoga,2000 - 2001,2.82
,,2001 - 2002,2.63
,,2002 - 2003,2.56
,,2003 - 2004,2.52
,,2004 - 2005,3.06
,,2005 - 2006,2.14
,,2006 - 2007,3.2
,,2007 - 2008,3.69
,,2008 - 2009,3.75
,,2009 - 2010,3.22
,,2010 - 2011,4.77
,,2011 - 2012,4.76
,,2012 - 2013,4.48
,,2013 - 2014,4.2
,,2014 - 2015,
,,2015 - 2016,2.81
,,2016 - 2017,3.1
,,2017 - 2018,3.75
,,2018 - 2019,3.45
,,2019 - 2020,3.96
,,2020 - 2021,3.07
,,2021 - 2022,3.56
,,2022 - 2023,3.76
,Tumkur,2000 - 2001,2.81
,,2001 - 2002,2.63
,,2002 - 2003,2.56
,,2003 - 2004,2.52
,,2004 - 2005,3.06
,,2005 - 2006,3.09
,,2006 - 2007,3.21
,,2007 - 2008,3.23
,,2008 - 2009,3.15
,,2009 - 2010,2.35
,,2010 - 2011,2.66
,,2011 - 2012,3.2
,,2012 - 2013,3.62
,,2013 - 2014,3.25
,,2014 - 2015,3.26
,,2015 - 2016,2.81
,,2016 - 2017,3.1
,,2017 - 2018,3.76
,,2018 - 2019,3.45
,,2019 - 2020,3.95
,,2020 - 2021,3.07
,,2021 - 2022,3.56
,,2022 - 2023,3.76
,Udupi,2005 - 2006,3.0
,,2006 - 2007,3.17
,,2007 - 2008,3.25
,,2008 - 2009,3.17
,,2009 - 2010,2.67
,,2010 - 2011,3.33
,,2011 - 2012,2.1
,,2012 - 2013,3.5
,,2013 - 2014,3.25
,,2014 - 2015,3.0
,,2015 - 2016,3.0
,,2016 - 2017,3.0
,,2017 - 2018,3.83
,,2018 - 2019,3.0
,,2019 - 2020,4.0
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Uttar kannad,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,1.5
,,2003 - 2004,
,,2004 - 2005,3.0
,,2005 - 2006,3.0
,,2006 - 2007,3.05
,,2007 - 2008,3.23
,,2008 - 2009,3.14
,,2009 - 2010,2.71
,,2010 - 2011,2.25
,,2011 - 2012,2.71
,,2012 - 2013,3.44
,,2013 - 2014,3.24
,,2014 - 2015,3.26
,,2015 - 2016,2.81
,,2016 - 2017,3.1
,,2017 - 2018,3.75
,,2018 - 2019,3.45
,,2019 - 2020,3.96
,,2020 - 2021,3.07
,,2021 - 2022,3.56
,,2022 - 2023,3.76
,Vijayanagar,2022 - 2023,3.75
,Yadgir,2010 - 2011,3.41
,,2011 - 2012,3.4
,,2012 - 2013,3.44
,,2013 - 2014,3.25
,,2014 - 2015,3.28
,,2015 - 2016,2.81
,,2016 - 2017,3.1
,,2017 - 2018,3.75
,,2018 - 2019,
,,2019 - 2020,4.0
,,2020 - 2021,3.07
,,2021 - 2022,3.6
,,2022 - 2023,3.76
Kerala,Alappuzha,2021 - 2022,
,,2022 - 2023,
,Ernakulam,2021 - 2022,
,Idukki,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kannur,2022 - 2023,
,Kasaragod,2020 - 2021,
,Malappuram,2018 - 2019,
,Palakkad,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Pathanamthitta,2017 - 2018,
,,2018 - 2019,
,,2020 - 2021,
,Thiruvananthapuram,2020 - 2021,
,Wayanad,2014 - 2015,
,,2017 - 2018,
,,2018 - 2019,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Madhya Pradesh,Agar malwa,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,4.0
,,2020 - 2021,3.51
,,2021 - 2022,
,,2022 - 2023,
,Alirajpur,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,3.86
,,2018 - 2019,
,,2019 - 2020,2.5
,,2020 - 2021,2.5
,,2021 - 2022,
,,2022 - 2023,
,Anuppur,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,4.0
,,2018 - 2019,
,,2019 - 2020,0.0
,,2020 - 2021,0.0
,,2021 - 2022,
,,2022 - 2023,
,Ashoknagar,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,3.0
,,2018 - 2019,
,,2019 - 2020,1.5
,,2020 - 2021,1.73
,,2021 - 2022,
,,2022 - 2023,
,Balaghat,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,3.0
,,2018 - 2019,
,,2019 - 2020,2.0
,,2020 - 2021,2.24
,,2021 - 2022,
,,2022 - 2023,
,Barwani,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,3.75
,,2018 - 2019,
,,2019 - 2020,4.1
,,2020 - 2021,4.1
,,2021 - 2022,
,,2022 - 2023,
,Betul,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,4.0
,,2018 - 2019,
,,2019 - 2020,4.0
,,2020 - 2021,3.39
,,2021 - 2022,
,,2022 - 2023,
,Bhind,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2018 - 2019,
,,2019 - 2020,
,Bhopal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,2.5
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Burhanpur,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,3.77
,,2018 - 2019,
,,2019 - 2020,7.85
,,2020 - 2021,7.41
,,2021 - 2022,
,,2022 - 2023,
,Chhatarpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Chhindwara,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,3.45
,,2018 - 2019,
,,2019 - 2020,4.83
,,2020 - 2021,4.63
,,2021 - 2022,
,,2022 - 2023,
,Damoh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,3.6
,,2018 - 2019,
,,2019 - 2020,2.25
,,2020 - 2021,2.46
,,2021 - 2022,
,,2022 - 2023,
,Datia,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
