crop,state,district,location,knn_pred_class,rf_pred_class,xgb_pred_class,knn_high_proba,rf_high_proba,xgb_high_proba,knn_weight,rf_weight,xgb_weight,ensemble_high_proba,votes_for_high,high_class_used,ood_distance,ood_flag
ginger,Manipur,Tengnoupal,Manipur_Tengnoupal,High,High,High,1.0,0.76,0.9861,0.337,0.329,0.334,0.9164,3,High,7.4431,False
small_millets,Manipur,Ukhrul,Manipur_Ukhrul,High,High,High,1.0,0.7567,0.9857,0.3395,0.3237,0.3369,0.9164,3,High,7.7561,False
banana,Gujarat,Mahesana,Gujarat_Mahesana,High,High,High,1.0,0.8367,0.9079,0.3404,0.3245,0.3351,0.9161,3,High,5.905,False
horse_gram,Uttar Pradesh,Sultanpur,Uttar Pradesh_Sultanpur,High,High,High,1.0,0.7633,0.9937,0.319,0.3458,0.3352,0.9161,3,High,6.0147,False
ragi,Uttar Pradesh,Ambedkar Nagar,Uttar Pradesh_Ambedkar Nagar,High,High,High,0.8574,0.9,0.9899,0.3333,0.3322,0.3344,0.9159,3,High,4.3073,False
sunflower,Rajasthan,Kotputli-Behror,Rajasthan_Kotputli-Behror,High,High,High,1.0,0.75,0.9934,0.3358,0.3275,0.3367,0.9159,3,High,6.1021,False
masoor,Karnataka,Chikkaballapura,Karnataka_Chikkaballapura,High,High,High,1.0,0.7533,0.9861,0.3413,0.3225,0.3361,0.9158,3,High,8.8757,False
ginger,Telangana,Hanumakonda,Telangana_Hanumakonda,High,High,High,1.0,0.75,0.994,0.337,0.329,0.334,0.9157,3,High,4.8792,False
arhar_tur,Manipur,Kamjong,Manipur_Kamjong,High,High,High,1.0,0.7767,0.9438,0.3538,0.2885,0.3577,0.9155,3,High,6.0091,False
bajra,Rajasthan,Deeg,Rajasthan_Deeg,High,High,High,0.8494,0.9067,0.9864,0.3346,0.3212,0.3441,0.915,3,High,4.0754,False
banana,Madhya Pradesh,Bhind,Madhya Pradesh_Bhind,High,High,High,0.8147,0.9367,0.9947,0.3404,0.3245,0.3351,0.9146,3,High,4.6665,False
coriander,Assam,Karimganj,Assam_Karimganj,High,High,High,1.0,0.75,0.9915,0.3354,0.3301,0.3344,0.9146,3,High,8.4866,False
horse_gram,Nagaland,Noklak,Nagaland_Noklak,High,High,High,1.0,0.79,0.962,0.319,0.3458,0.3352,0.9146,3,High,8.4698,False
potato,Andhra Pradesh,Ntr,Andhra Pradesh_Ntr,High,High,High,1.0,0.76,0.9588,0.3531,0.299,0.348,0.9139,3,High,5.6207,False
arhar_tur,West Bengal,Howrah,West Bengal_Howrah,High,High,High,1.0,0.7467,0.9615,0.3538,0.2885,0.3577,0.9131,3,High,6.1334,False
turmeric,Manipur,Tengnoupal,Manipur_Tengnoupal,High,High,High,1.0,0.7467,0.9884,0.3372,0.328,0.3347,0.913,3,High,7.5753,False
onion,Punjab,Tarn Taran,Punjab_Tarn Taran,High,High,High,1.0,0.74,0.9919,0.3364,0.3266,0.3371,0.9124,3,High,6.813,False
turmeric,Meghalaya,Eastern West Khasi Hills,Meghalaya_Eastern West Khasi Hills,High,High,High,1.0,0.7633,0.9695,0.3372,0.328,0.3347,0.9122,3,High,7.6567,False
ginger,Telangana,Jayashankar Bhupalapally,Telangana_Jayashankar Bhupalapally,High,High,High,1.0,0.7633,0.9693,0.337,0.329,0.334,0.9119,3,High,4.2277,False
banana,Uttarakhand,Udam Singh Nagar,Uttarakhand_Udam Singh Nagar,High,High,High,1.0,0.7367,0.9911,0.3404,0.3245,0.3351,0.9116,3,High,6.6566,False
bajra,Rajasthan,Neem Ka Thana,Rajasthan_Neem Ka Thana,High,High,High,1.0,0.77,0.9576,0.3346,0.3212,0.3441,0.9115,3,High,5.4565,False
barley,Punjab,Gurdaspur,Punjab_Gurdaspur,High,High,High,1.0,0.7333,0.9904,0.3396,0.3208,0.3396,0.9112,3,High,7.4214,False
linseed,Arunachal Pradesh,Changlang,Arunachal Pradesh_Changlang,High,High,High,1.0,0.7467,0.988,0.3244,0.3356,0.34,0.9109,3,High,8.6883,False
safflower,Uttar Pradesh,Amethi,Uttar Pradesh_Amethi,High,High,High,1.0,0.7733,0.9502,0.3475,0.32,0.3325,0.9109,3,High,6.2165,False
cowpea_lobia,Arunachal Pradesh,Longding,Arunachal Pradesh_Longding,High,High,High,0.8601,0.88,0.9921,0.3351,0.3317,0.3333,0.9107,3,High,5.8411,False
horse_gram,Assam,West Karbi Anglong,Assam_West Karbi Anglong,High,High,High,1.0,0.77,0.9667,0.319,0.3458,0.3352,0.9093,3,High,8.3422,False
other_cereals,Haryana,Sirsa,Haryana_Sirsa,High,High,High,1.0,0.77,0.9608,0.3222,0.3388,0.339,0.9088,3,High,8.3563,False
sugarcane,Jharkhand,Jamtara,Jharkhand_Jamtara,High,High,High,0.8401,0.9,0.9841,0.3445,0.3097,0.3457,0.9085,3,High,4.0409,False
sweet_potato,Jharkhand,Sahebganj,Jharkhand_Sahebganj,High,High,High,1.0,0.7367,0.9811,0.3413,0.3236,0.3351,0.9084,3,High,5.8876,False
ginger,Tamil Nadu,Tiruchirappalli,Tamil Nadu_Tiruchirappalli,High,High,High,1.0,0.7567,0.9646,0.337,0.329,0.334,0.9081,3,High,8.3028,False
potato,Gujarat,Chhotaudepur,Gujarat_Chhotaudepur,High,High,High,1.0,0.7033,0.99,0.3531,0.299,0.348,0.9078,3,High,7.329,False
sweet_potato,West Bengal,Dinajpur Uttar,West Bengal_Dinajpur Uttar,High,High,High,1.0,0.7333,0.9821,0.3413,0.3236,0.3351,0.9077,3,High,8.0461,False
safflower,Uttar Pradesh,Jaunpur,Uttar Pradesh_Jaunpur,High,High,High,1.0,0.7233,0.988,0.3475,0.32,0.3325,0.9075,3,High,5.6923,False
masoor,Rajasthan,Gangapurcity,Rajasthan_Gangapurcity,High,High,High,0.8498,0.8967,0.9761,0.3413,0.3225,0.3361,0.9074,3,High,4.1927,False
mesta,Tamil Nadu,Salem,Tamil Nadu_Salem,High,High,High,0.8569,0.87,0.994,0.3354,0.3292,0.3354,0.9072,3,High,7.6339,False
mesta,Telangana,Jayashankar Bhupalapally,Telangana_Jayashankar Bhupalapally,High,High,High,1.0,0.7767,0.9419,0.3354,0.3292,0.3354,0.907,3,High,5.2072,False
coriander,Punjab,Tarn Taran,Punjab_Tarn Taran,High,High,High,1.0,0.73,0.9883,0.3354,0.3301,0.3344,0.9069,3,High,7.5362,False
horse_gram,Uttar Pradesh,Balrampur,Uttar Pradesh_Balrampur,High,High,High,1.0,0.7467,0.9834,0.319,0.3458,0.3352,0.9069,3,High,5.6818,False
coriander,Punjab,S.a.s Nagar,Punjab_S.a.s Nagar,High,High,High,1.0,0.7267,0.9912,0.3354,0.3301,0.3344,0.9068,3,High,6.2795,False
dry_chillies,Manipur,Kakching,Manipur_Kakching,High,High,High,1.0,0.75,0.9502,0.3428,0.3021,0.3551,0.9068,3,High,7.3202,False
sweet_potato,West Bengal,Maldah,West Bengal_Maldah,High,High,High,1.0,0.75,0.9625,0.3413,0.3236,0.3351,0.9065,3,High,7.0478,False
sunflower,Himachal Pradesh,Solan,Himachal Pradesh_Solan,High,High,High,1.0,0.7333,0.9813,0.3358,0.3275,0.3367,0.9064,3,High,6.8274,False
linseed,Punjab,Amritsar,Punjab_Amritsar,High,High,High,0.8879,0.84,0.9893,0.3244,0.3356,0.34,0.9063,3,High,7.049,False
turmeric,Andhra Pradesh,Annamayya,Andhra Pradesh_Annamayya,High,High,High,0.8354,0.8867,0.9965,0.3372,0.328,0.3347,0.9061,3,High,4.7018,False
turmeric,Punjab,Mansa,Punjab_Mansa,High,High,High,0.8781,0.8933,0.9467,0.3372,0.328,0.3347,0.9061,3,High,6.8698,False
dry_chillies,Punjab,Bathinda,Punjab_Bathinda,High,High,High,1.0,0.77,0.9299,0.3428,0.3021,0.3551,0.9056,3,High,7.2859,False
sannhamp,West Bengal,Howrah,West Bengal_Howrah,High,High,High,1.0,0.7433,0.9788,0.3303,0.341,0.3288,0.9055,3,High,7.702,False
onion,Punjab,S.a.s Nagar,Punjab_S.a.s Nagar,High,High,High,1.0,0.7433,0.9671,0.3364,0.3266,0.3371,0.9051,3,High,5.4438,False
ginger,Mizoram,Aizawl,Mizoram_Aizawl,High,High,High,1.0,0.7267,0.9848,0.337,0.329,0.334,0.905,3,High,8.8021,False
potato,Tamil Nadu,Kanniyakumari,Tamil Nadu_Kanniyakumari,High,High,High,1.0,0.74,0.9491,0.3531,0.299,0.348,0.9046,3,High,7.863,False
horse_gram,Uttar Pradesh,Barabanki,Uttar Pradesh_Barabanki,High,High,High,1.0,0.73,0.9934,0.319,0.3458,0.3352,0.9044,3,High,4.9721,False
ragi,Madhya Pradesh,Bhind,Madhya Pradesh_Bhind,High,High,High,1.0,0.7533,0.9592,0.3333,0.3322,0.3344,0.9044,3,High,6.6835,False
garlic,West Bengal,Paschim Bardhaman,West Bengal_Paschim Bardhaman,High,High,High,1.0,0.76,0.9531,0.3318,0.3346,0.3336,0.9041,3,High,5.1518,False
mesta,Bihar,Kaimur (Bhabua),Bihar_Kaimur (Bhabua),High,High,High,0.8616,0.8633,0.9862,0.3354,0.3292,0.3354,0.9039,3,High,4.4384,False
linseed,Punjab,Kapurthala,Punjab_Kapurthala,High,High,High,0.913,0.8133,0.9835,0.3244,0.3356,0.34,0.9035,3,High,6.8547,False
mesta,Uttar Pradesh,Amethi,Uttar Pradesh_Amethi,High,High,High,1.0,0.7133,0.9933,0.3354,0.3292,0.3354,0.9034,3,High,5.3043,False
sannhamp,Jharkhand,West Singhbhum,Jharkhand_West Singhbhum,High,High,High,1.0,0.7633,0.9506,0.3303,0.341,0.3288,0.9031,3,High,5.9539,False
masoor,Andhra Pradesh,Annamayya,Andhra Pradesh_Annamayya,High,High,High,0.8041,0.9133,0.9934,0.3413,0.3225,0.3361,0.903,3,High,6.4556,False
safflower,Uttar Pradesh,Chandauli,Uttar Pradesh_Chandauli,High,High,High,1.0,0.7367,0.9618,0.3475,0.32,0.3325,0.903,3,High,5.2661,False
horse_gram,Meghalaya,Ri Bhoi,Meghalaya_Ri Bhoi,High,High,High,1.0,0.75,0.9672,0.319,0.3458,0.3352,0.9026,3,High,7.7151,False
other_rabi_pulses,Rajasthan,Kekri,Rajasthan_Kekri,High,High,High,0.8593,0.8867,0.9616,0.3453,0.3156,0.3391,0.9026,3,High,7.6874,False
ginger,Maharashtra,Sangli,Maharashtra_Sangli,High,High,High,1.0,0.7167,0.9864,0.337,0.329,0.334,0.9022,3,High,7.6283,False
urad,Manipur,Kakching,Manipur_Kakching,High,High,High,0.8609,0.8933,0.9515,0.3411,0.3164,0.3426,0.9022,3,High,6.9119,False
horse_gram,Uttar Pradesh,Jaunpur,Uttar Pradesh_Jaunpur,High,High,High,1.0,0.7233,0.9929,0.319,0.3458,0.3352,0.902,3,High,5.4302,False
ginger,Tamil Nadu,Ariyalur,Tamil Nadu_Ariyalur,High,High,High,0.8531,0.8567,0.9957,0.337,0.329,0.334,0.9019,3,High,8.7912,False
coriander,Assam,Sonitpur,Assam_Sonitpur,High,High,High,1.0,0.7167,0.9856,0.3354,0.3301,0.3344,0.9016,3,High,8.2693,False
turmeric,Telangana,Jogulamba Gadwal,Telangana_Jogulamba Gadwal,High,High,High,0.8131,0.8967,0.9943,0.3372,0.328,0.3347,0.9012,3,High,6.1171,False
niger_seed,Telangana,Suryapet,Telangana_Suryapet,High,High,High,1.0,0.71,0.9901,0.3319,0.3296,0.3385,0.9011,3,High,6.9433,False
turmeric,Manipur,Kangpokpi,Manipur_Kangpokpi,High,High,High,0.8402,0.88,0.9829,0.3372,0.328,0.3347,0.901,3,High,5.9591,False
sunflower,Haryana,Rewari,Haryana_Rewari,High,High,High,1.0,0.73,0.968,0.3358,0.3275,0.3367,0.9008,3,High,5.7329,False
turmeric,Telangana,Narayanpet,Telangana_Narayanpet,High,High,High,0.7725,0.9333,0.9979,0.3372,0.328,0.3347,0.9007,3,High,5.5211,False
sesamum,Nagaland,Noklak,Nagaland_Noklak,High,High,High,1.0,0.7467,0.9524,0.339,0.3313,0.3297,0.9004,3,High,7.1759,False
other_oilseeds,Odisha,Jagatsinghapur,Odisha_Jagatsinghapur,High,High,High,1.0,0.71,0.9928,0.3304,0.3357,0.3339,0.9003,3,High,6.2423,False
ginger,Tamil Nadu,Kallakurichi,Tamil Nadu_Kallakurichi,High,High,High,0.8357,0.87,0.995,0.337,0.329,0.334,0.9002,3,High,6.6122,False
linseed,Rajasthan,Khairthal-Tijara,Rajasthan_Khairthal-Tijara,High,High,High,0.8463,0.8567,0.9942,0.3244,0.3356,0.34,0.9001,3,High,4.5801,False
