state,district,location,crops_evaluated,crops_high,mean_ensemble_proba,crops_high_list,pct_crops_high
Jammu & Kashmir,Doda,Jammu & Kashmir_Doda,21,0,0.24169047619047618,,0.0
Odisha,Jharsuguda,Odisha_Jharsuguda,13,0,0.23997692307692306,,0.0
Himachal Pradesh,Kullu,Himachal Pradesh_Kullu,17,0,0.23982941176470587,,0.0
Bihar,Aurangabad,Bihar_Aurangabad,9,0,0.2378,,0.0
Uttar Pradesh,Ghaziabad,Uttar Pradesh_Ghaziabad,11,0,0.23729090909090908,,0.0
Gujarat,Narmada,Gujarat_Narmada,19,0,0.23625263157894738,,0.0
Karnataka,Dharwad,Karnataka_Dharwad,3,0,0.23563333333333333,,0.0
Rajasthan,Tonk,Rajasthan_Tonk,9,0,0.2338,,0.0
West Bengal,Coochbehar,West Bengal_Coochbehar,12,0,0.233125,,0.0
West Bengal,Purulia,West Bengal_Purulia,10,0,0.23279999999999998,,0.0
Jammu & Kashmir,Baramulla,Jammu & Kashmir_Baramulla,24,0,0.23272916666666665,,0.0
Rajasthan,Ajmer,Rajasthan_Ajmer,10,0,0.2314,,0.0
Andhra Pradesh,Alluri Sitharama Raju,Andhra Pradesh_Alluri Sitharama Raju,20,0,0.23119,,0.0
Odisha,Malkangiri,Odisha_Malkangiri,11,0,0.23076363636363634,,0.0
West Bengal,Birbhum,West Bengal_Birbhum,13,0,0.23064615384615383,,0.0
Kerala,Thrissur,Kerala_Thrissur,28,0,0.22988214285714287,,0.0
Jammu & Kashmir,Ganderbal,Jammu & Kashmir_Ganderbal,31,0,0.2293258064516129,,0.0
Telangana,Mahabubabad,Telangana_Mahabubabad,15,0,0.22880666666666669,,0.0
Jammu & Kashmir,Anantnag,Jammu & Kashmir_Anantnag,29,0,0.22880344827586208,,0.0
Jammu & Kashmir,Bandipora,Jammu & Kashmir_Bandipora,26,0,0.22878076923076923,,0.0
Rajasthan,Sawai Madhopur,Rajasthan_Sawai Madhopur,11,0,0.22830000000000003,,0.0
Goa,South Goa,Goa_South Goa,34,0,0.2273235294117647,,0.0
Arunachal Pradesh,Tawang,Arunachal Pradesh_Tawang,31,0,0.2271,,0.0
Madhya Pradesh,Dhar,Madhya Pradesh_Dhar,3,0,0.22640000000000002,,0.0
Odisha,Sonepur,Odisha_Sonepur,10,0,0.22610000000000002,,0.0
Maharashtra,Yavatmal,Maharashtra_Yavatmal,16,0,0.22593125,,0.0
Jharkhand,Palamu,Jharkhand_Palamu,15,0,0.22569999999999998,,0.0
Himachal Pradesh,Chamba,Himachal Pradesh_Chamba,14,0,0.22372142857142857,,0.0
Maharashtra,Ratnagiri,Maharashtra_Ratnagiri,21,0,0.2233095238095238,,0.0
Arunachal Pradesh,Dibang Valley,Arunachal Pradesh_Dibang Valley,22,0,0.22248636363636365,,0.0
Jammu & Kashmir,Budgam,Jammu & Kashmir_Budgam,24,0,0.22106250000000002,,0.0
Jammu & Kashmir,Kulgam,Jammu & Kashmir_Kulgam,28,0,0.21951071428571428,,0.0
Uttarakhand,Pithoragarh,Uttarakhand_Pithoragarh,15,0,0.21924666666666667,,0.0
Jammu & Kashmir,Srinagar,Jammu & Kashmir_Srinagar,25,0,0.21788799999999997,,0.0
Bihar,Araria,Bihar_Araria,7,0,0.21761428571428573,,0.0
Jammu & Kashmir,Mirpur,Jammu & Kashmir_Mirpur,43,0,0.21603488372093024,,0.0
Bihar,Khagaria,Bihar_Khagaria,6,0,0.21468333333333334,,0.0
Maharashtra,Pune,Maharashtra_Pune,15,0,0.21463333333333334,,0.0
Odisha,Deogarh,Odisha_Deogarh,12,0,0.2142166666666667,,0.0
Uttar Pradesh,Mahoba,Uttar Pradesh_Mahoba,12,0,0.21367499999999998,,0.0
Jammu & Kashmir,Poonch,Jammu & Kashmir_Poonch,26,0,0.21361923076923078,,0.0
West Bengal,Darjeeling,West Bengal_Darjeeling,14,0,0.20967142857142856,,0.0
Uttar Pradesh,Hamirpur,Uttar Pradesh_Hamirpur,10,0,0.20695999999999998,,0.0
Rajasthan,Karauli,Rajasthan_Karauli,7,0,0.2067142857142857,,0.0
Jharkhand,Hazaribagh,Jharkhand_Hazaribagh,16,0,0.2066875,,0.0
Telangana,Nizamabad,Telangana_Nizamabad,6,0,0.20656666666666668,,0.0
West Bengal,Dinajpur Dakshin,West Bengal_Dinajpur Dakshin,17,0,0.20479411764705882,,0.0
Maharashtra,Buldhana,Maharashtra_Buldhana,15,0,0.20456666666666665,,0.0
Bihar,Siwan,Bihar_Siwan,7,0,0.2044,,0.0
Madhya Pradesh,Sheopur,Madhya Pradesh_Sheopur,8,0,0.2040375,,0.0
Telangana,Warangal,Telangana_Warangal,9,0,0.20308888888888887,,0.0
Karnataka,Kodagu,Karnataka_Kodagu,11,0,0.2019,,0.0
Jammu & Kashmir,Pulwama,Jammu & Kashmir_Pulwama,28,0,0.20165357142857143,,0.0
Maharashtra,Satara,Maharashtra_Satara,15,0,0.19898000000000002,,0.0
Rajasthan,Sirohi,Rajasthan_Sirohi,7,0,0.1988285714285714,,0.0
Maharashtra,Sindhudurg,Maharashtra_Sindhudurg,24,0,0.19862500000000002,,0.0
Goa,North Goa,Goa_North Goa,34,0,0.19852058823529412,,0.0
Maharashtra,Gadchiroli,Maharashtra_Gadchiroli,18,0,0.1976,,0.0
Jharkhand,Simdega,Jharkhand_Simdega,16,0,0.19685624999999998,,0.0
Maharashtra,Akola,Maharashtra_Akola,17,0,0.19658823529411765,,0.0
Jharkhand,Koderma,Jharkhand_Koderma,17,0,0.19585882352941175,,0.0
Uttar Pradesh,Chitrakoot,Uttar Pradesh_Chitrakoot,12,0,0.19430833333333333,,0.0
Chhattisgarh,Dantewada,Chhattisgarh_Dantewada,5,0,0.19404,,0.0
Odisha,Anugul,Odisha_Anugul,10,0,0.19382,,0.0
Telangana,Kumuram Bheem Asifabad,Telangana_Kumuram Bheem Asifabad,15,0,0.19244666666666665,,0.0
Chhattisgarh,Surajpur,Chhattisgarh_Surajpur,6,0,0.19126666666666667,,0.0
Rajasthan,Pali,Rajasthan_Pali,12,0,0.19116666666666668,,0.0
Bihar,Samastipur,Bihar_Samastipur,6,0,0.19108333333333336,,0.0
Odisha,Sambalpur,Odisha_Sambalpur,11,0,0.1904181818181818,,0.0
Jharkhand,Garhwa,Jharkhand_Garhwa,18,0,0.1900111111111111,,0.0
Maharashtra,Washim,Maharashtra_Washim,16,0,0.18975,,0.0
West Bengal,Jalpaiguri,West Bengal_Jalpaiguri,15,0,0.18908,,0.0
Jharkhand,Ranchi,Jharkhand_Ranchi,19,0,0.18880526315789473,,0.0
Jammu & Kashmir,Kupwara,Jammu & Kashmir_Kupwara,32,0,0.18706250000000002,,0.0
Jammu & Kashmir,Ramban,Jammu & Kashmir_Ramban,34,0,0.18433823529411764,,0.0
West Bengal,Medinipur West,West Bengal_Medinipur West,12,0,0.18415,,0.0
Jharkhand,Khunti,Jharkhand_Khunti,17,0,0.18355294117647059,,0.0
Kerala,Palakkad,Kerala_Palakkad,19,0,0.18347368421052632,,0.0
West Bengal,Jhargram,West Bengal_Jhargram,23,0,0.18254347826086956,,0.0
Odisha,Nuapada,Odisha_Nuapada,6,0,0.18231666666666665,,0.0
Jammu & Kashmir,Shopian,Jammu & Kashmir_Shopian,35,0,0.1813942857142857,,0.0
Telangana,Kamareddy,Telangana_Kamareddy,12,0,0.18046666666666666,,0.0
Bihar,Pashchim Champaran,Bihar_Pashchim Champaran,8,0,0.1796625,,0.0
Maharashtra,Nagpur,Maharashtra_Nagpur,19,0,0.1792842105263158,,0.0
Bihar,Madhepura,Bihar_Madhepura,6,0,0.17853333333333332,,0.0
Chhattisgarh,Sukma,Chhattisgarh_Sukma,10,0,0.17846,,0.0
Jammu & Kashmir,Muzaffarabad,Jammu & Kashmir_Muzaffarabad,43,0,0.17825348837209304,,0.0
Bihar,Sitamarhi,Bihar_Sitamarhi,6,0,0.17769999999999997,,0.0
Odisha,Balangir,Odisha_Balangir,6,0,0.1751166666666667,,0.0
Karnataka,Belagavi,Karnataka_Belagavi,3,0,0.17366666666666664,,0.0
Madhya Pradesh,Balaghat,Madhya Pradesh_Balaghat,2,0,0.1719,,0.0
Jharkhand,Ramgarh,Jharkhand_Ramgarh,19,0,0.16897894736842103,,0.0
Madhya Pradesh,Shivpuri,Madhya Pradesh_Shivpuri,6,0,0.1689166666666667,,0.0
Uttar Pradesh,Jhansi,Uttar Pradesh_Jhansi,9,0,0.1678777777777778,,0.0
Jharkhand,Chatra,Jharkhand_Chatra,18,0,0.16507777777777777,,0.0
Uttarakhand,Chamoli,Uttarakhand_Chamoli,15,0,0.16284,,0.0
Madhya Pradesh,Indore,Madhya Pradesh_Indore,7,0,0.16217142857142858,,0.0
Odisha,Kalahandi,Odisha_Kalahandi,5,0,0.16096,,0.0
Maharashtra,Wardha,Maharashtra_Wardha,18,0,0.1605333333333333,,0.0
Karnataka,Uttara Kannada,Karnataka_Uttara Kannada,7,0,0.15982857142857143,,0.0
Odisha,Kandhamal,Odisha_Kandhamal,8,0,0.1594625,,0.0
Maharashtra,Bhandara,Maharashtra_Bhandara,18,0,0.1582611111111111,,0.0
Bihar,Katihar,Bihar_Katihar,7,0,0.1567714285714286,,0.0
Chhattisgarh,Korea,Chhattisgarh_Korea,6,0,0.15438333333333334,,0.0
Bihar,Supaul,Bihar_Supaul,8,0,0.15345,,0.0
Rajasthan,Rajsamand,Rajasthan_Rajsamand,8,0,0.153275,,0.0
Madhya Pradesh,Raisen,Madhya Pradesh_Raisen,5,0,0.15212,,0.0
Madhya Pradesh,Ashoknagar,Madhya Pradesh_Ashoknagar,9,0,0.15074444444444446,,0.0
Odisha,Nabarangpur,Odisha_Nabarangpur,5,0,0.15034,,0.0
Chhattisgarh,Surguja,Chhattisgarh_Surguja,3,0,0.15030000000000002,,0.0
Bihar,Bhagalpur,Bihar_Bhagalpur,8,0,0.1498875,,0.0
Karnataka,Chikkamagaluru,Karnataka_Chikkamagaluru,4,0,0.14782499999999998,,0.0
Maharashtra,Amravati,Maharashtra_Amravati,17,0,0.14730000000000001,,0.0
Chhattisgarh,Raigarh,Chhattisgarh_Raigarh,4,0,0.146825,,0.0
Madhya Pradesh,Panna,Madhya Pradesh_Panna,4,0,0.1457,,0.0
Uttarakhand,Uttar Kashi,Uttarakhand_Uttar Kashi,15,0,0.14443999999999999,,0.0
Madhya Pradesh,Shajapur,Madhya Pradesh_Shajapur,6,0,0.1444,,0.0
Madhya Pradesh,Mandsaur,Madhya Pradesh_Mandsaur,6,0,0.14265,,0.0
Madhya Pradesh,Rajgarh,Madhya Pradesh_Rajgarh,6,0,0.13960000000000003,,0.0
Chhattisgarh,Mahasamund,Chhattisgarh_Mahasamund,6,0,0.13868333333333333,,0.0
Odisha,Bargarh,Odisha_Bargarh,8,0,0.13824999999999998,,0.0
Uttar Pradesh,Jalaun,Uttar Pradesh_Jalaun,8,0,0.1350875,,0.0
Bihar,Purnia,Bihar_Purnia,9,0,0.13486666666666666,,0.0
Rajasthan,Dungarpur,Rajasthan_Dungarpur,7,0,0.1336142857142857,,0.0
Rajasthan,Chittorgarh,Rajasthan_Chittorgarh,6,0,0.13263333333333335,,0.0
Uttar Pradesh,Banda,Uttar Pradesh_Banda,9,0,0.12974444444444444,,0.0
Chhattisgarh,Korba,Chhattisgarh_Korba,6,0,0.12736666666666666,,0.0
Rajasthan,Bundi,Rajasthan_Bundi,9,0,0.1246111111111111,,0.0
Uttar Pradesh,Lalitpur,Uttar Pradesh_Lalitpur,12,0,0.12431666666666667,,0.0
Chhattisgarh,Jashpur,Chhattisgarh_Jashpur,6,0,0.12333333333333334,,0.0
Maharashtra,Gondia,Maharashtra_Gondia,19,0,0.12250000000000001,,0.0
Rajasthan,Banswara,Rajasthan_Banswara,9,0,0.12054444444444444,,0.0
Bihar,Darbhanga,Bihar_Darbhanga,9,0,0.11737777777777778,,0.0
Chhattisgarh,Janjgir-Champa,Chhattisgarh_Janjgir-Champa,7,0,0.1169,,0.0
Madhya Pradesh,Tikamgarh,Madhya Pradesh_Tikamgarh,3,0,0.11669999999999998,,0.0
Bihar,Saharsa,Bihar_Saharsa,9,0,0.1158,,0.0
Chhattisgarh,Sakti,Chhattisgarh_Sakti,16,0,0.11378125,,0.0
Chhattisgarh,Bijapur,Chhattisgarh_Bijapur,14,0,0.1137,,0.0
Madhya Pradesh,Agar Malwa,Madhya Pradesh_Agar Malwa,13,0,0.11357692307692308,,0.0
Chhattisgarh,Gaurella Pendra Marwahi,Chhattisgarh_Gaurella Pendra Marwahi,9,0,0.11318888888888888,,0.0
Karnataka,Shivamogga,Karnataka_Shivamogga,3,0,0.11156666666666666,,0.0
Telangana,Adilabad,Telangana_Adilabad,6,0,0.11136666666666666,,0.0
Chhattisgarh,Narayanpur,Chhattisgarh_Narayanpur,12,0,0.10938333333333335,,0.0
Madhya Pradesh,Vidisha,Madhya Pradesh_Vidisha,8,0,0.10931249999999999,,0.0
Jharkhand,Gumla,Jharkhand_Gumla,18,0,0.10755555555555556,,0.0
Rajasthan,Udaipur,Rajasthan_Udaipur,7,0,0.10711428571428572,,0.0
Chhattisgarh,Balrampur,Chhattisgarh_Balrampur,4,0,0.10572499999999999,,0.0
Chhattisgarh,Durg,Chhattisgarh_Durg,4,0,0.10552500000000001,,0.0
Rajasthan,Jhalawar,Rajasthan_Jhalawar,8,0,0.1053,,0.0
Chhattisgarh,Dhamtari,Chhattisgarh_Dhamtari,7,0,0.09961428571428572,,0.0
Madhya Pradesh,Ujjain,Madhya Pradesh_Ujjain,5,0,0.09956000000000001,,0.0
Rajasthan,Bhilwara,Rajasthan_Bhilwara,7,0,0.09897142857142857,,0.0
Chhattisgarh,Bilaspur,Chhattisgarh_Bilaspur,5,0,0.0979,,0.0
Madhya Pradesh,Narsinghpur,Madhya Pradesh_Narsinghpur,3,0,0.09776666666666667,,0.0
Chhattisgarh,Baloda Bazar,Chhattisgarh_Baloda Bazar,4,0,0.096375,,0.0
Jharkhand,Lohardaga,Jharkhand_Lohardaga,19,0,0.09336842105263159,,0.0
Chhattisgarh,Balod,Chhattisgarh_Balod,8,0,0.09146249999999999,,0.0
Jharkhand,Latehar,Jharkhand_Latehar,19,0,0.09090526315789474,,0.0
Madhya Pradesh,Anuppur,Madhya Pradesh_Anuppur,4,0,0.089,,0.0
Chhattisgarh,Gariyaband,Chhattisgarh_Gariyaband,4,0,0.0866,,0.0
Madhya Pradesh,Guna,Madhya Pradesh_Guna,8,0,0.08573750000000001,,0.0
Chhattisgarh,Mungeli,Chhattisgarh_Mungeli,6,0,0.08539999999999999,,0.0
Madhya Pradesh,Bhopal,Madhya Pradesh_Bhopal,9,0,0.08437777777777777,,0.0
Madhya Pradesh,Rewa,Madhya Pradesh_Rewa,2,0,0.08414999999999999,,0.0
Chhattisgarh,Raipur,Chhattisgarh_Raipur,4,0,0.08282500000000001,,0.0
Chhattisgarh,Bastar,Chhattisgarh_Bastar,4,0,0.081675,,0.0
Chhattisgarh,Sarangarh Bilaigarh,Chhattisgarh_Sarangarh Bilaigarh,18,0,0.08,,0.0
Chhattisgarh,Bemetara,Chhattisgarh_Bemetara,6,0,0.07684999999999999,,0.0
Rajasthan,Kota,Rajasthan_Kota,7,0,0.07197142857142858,,0.0
Rajasthan,Pratapgarh,Rajasthan_Pratapgarh,9,0,0.06504444444444443,,0.0
Chhattisgarh,Manendragarh Chirimiri Bharatpur,Chhattisgarh_Manendragarh Chirimiri Bharatpur,9,0,0.06364444444444445,,0.0
Madhya Pradesh,Neemuch,Madhya Pradesh_Neemuch,7,0,0.06261428571428572,,0.0
Madhya Pradesh,Dindori,Madhya Pradesh_Dindori,6,0,0.058133333333333335,,0.0
Madhya Pradesh,Burhanpur,Madhya Pradesh_Burhanpur,7,0,0.056485714285714285,,0.0
Rajasthan,Baran,Rajasthan_Baran,8,0,0.056275,,0.0
Chhattisgarh,Kondagaon,Chhattisgarh_Kondagaon,8,0,0.047674999999999995,,0.0
Chhattisgarh,Rajnandgaon,Chhattisgarh_Rajnandgaon,4,0,0.0475,,0.0
Chhattisgarh,Kanker,Chhattisgarh_Kanker,6,0,0.04165,,0.0
Madhya Pradesh,Sehore,Madhya Pradesh_Sehore,7,0,0.040942857142857135,,0.0
Chhattisgarh,Khairgarh Chhuikhadan Gandai,Chhattisgarh_Khairgarh Chhuikhadan Gandai,12,0,0.040875,,0.0
Madhya Pradesh,Jhabua,Madhya Pradesh_Jhabua,5,0,0.03844,,0.0
Madhya Pradesh,Barwani,Madhya Pradesh_Barwani,5,0,0.03684,,0.0
Chhattisgarh,Mohla Manpur Ambagarh Chouki,Chhattisgarh_Mohla Manpur Ambagarh Chouki,16,0,0.03439375,,0.0
Chhattisgarh,Kabirdham,Chhattisgarh_Kabirdham,6,0,0.028200000000000003,,0.0
Madhya Pradesh,Khargone,Madhya Pradesh_Khargone,4,0,0.017525,,0.0
Madhya Pradesh,Damoh,Madhya Pradesh_Damoh,4,0,0.0166,,0.0
Madhya Pradesh,Sidhi,Madhya Pradesh_Sidhi,2,0,0.0161,,0.0
Madhya Pradesh,Ratlam,Madhya Pradesh_Ratlam,6,0,0.014366666666666668,,0.0
Madhya Pradesh,Betul,Madhya Pradesh_Betul,2,0,0.0138,,0.0
Madhya Pradesh,Chhindwara,Madhya Pradesh_Chhindwara,2,0,0.01245,,0.0
Madhya Pradesh,Harda,Madhya Pradesh_Harda,5,0,0.01154,,0.0
Madhya Pradesh,Mandla,Madhya Pradesh_Mandla,3,0,0.011399999999999999,,0.0
Madhya Pradesh,Narmadapuram,Madhya Pradesh_Narmadapuram,2,0,0.0113,,0.0
Madhya Pradesh,Seoni,Madhya Pradesh_Seoni,2,0,0.0106,,0.0
Madhya Pradesh,Katni,Madhya Pradesh_Katni,2,0,0.00895,,0.0
Madhya Pradesh,East Nimar,Madhya Pradesh_East Nimar,3,0,0.007899999999999999,,0.0
Madhya Pradesh,Umaria,Madhya Pradesh_Umaria,6,0,0.00785,,0.0
Madhya Pradesh,Dewas,Madhya Pradesh_Dewas,5,0,0.00702,,0.0
Madhya Pradesh,Jabalpur,Madhya Pradesh_Jabalpur,3,0,0.005933333333333333,,0.0
Madhya Pradesh,Shahdol,Madhya Pradesh_Shahdol,3,0,0.004333333333333334,,0.0
Madhya Pradesh,Sagar,Madhya Pradesh_Sagar,1,0,0.0015,,0.0
